period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 2.529	 5.757	42.891	71.568	12.038	 4.527	 3.488
2	 2.855	 6.407	45.165	84.475	13.674	 5.194	 3.985
3	 3.034	 7.421	53.925	79.047	13.711	 5.176	 4.038
4	 2.289	 4.815	34.134	69.607	11.399	 4.232	 3.233
5	 2.238	 4.137	27.463	74.766	12.236	 4.561	 3.396
6	 2.828	 5.250	32.831	95.481	16.035	 5.860	 4.343
7	 2.637	 3.267	15.588	52.367	24.455	 7.567	 5.214
8	 2.666	 5.551	37.306	85.984	13.893	 5.094	 3.857
9	 2.344	 4.717	31.031	77.119	12.321	 4.626	 3.473
10	 2.365	 4.390	27.435	79.723	13.406	 4.901	 3.632
11	 2.766	 4.630	27.918	93.096	17.956	 6.221	 4.509
12	 2.052	 4.712	36.779	55.969	 9.333	 3.558	 2.764
13	 1.980	 4.904	37.752	49.293	 8.574	 3.324	 2.604
14	 2.660	 7.525	61.062	51.384	10.251	 4.055	 3.257
15	 2.905	 7.792	60.920	61.189	11.374	 4.575	 3.644
16	 2.235	 5.539	42.812	55.899	 9.689	 3.753	 2.940
17	 2.794	 7.910	64.525	54.226	10.779	 4.261	 3.421
18	 2.408	 4.455	29.751	81.455	13.201	 4.911	 3.655
19	 2.569	 5.081	33.740	86.453	14.034	 5.155	 3.853
20	 2.934	 7.189	53.059	77.882	13.308	 5.009	 3.907
21	 4.086	14.715	108.267	42.745	12.134	 5.299	 4.431
22	 4.269	18.238	112.622	37.121	11.568	 5.186	 4.407
23	 2.784	 5.865	42.199	86.575	13.928	 5.153	 3.935
24	 4.801	23.846	115.361	28.966	11.329	 5.282	 4.597
25	 3.466	 9.919	80.650	63.807	12.778	 5.203	 4.194
