period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	63.975	 7.458	 4.502	 2.179	 7.694	 8.048	11.576
2	73.857	 8.083	 4.808	 2.323	 8.201	 8.613	12.464
3	50.300	 7.015	 4.069	 1.912	 6.393	 6.471	 9.272
4	50.315	 7.743	 4.237	 1.945	 6.253	 6.462	 8.810
5	67.309	 9.134	 5.162	 2.428	 8.114	 8.201	11.796
6	63.911	 8.571	 4.840	 2.275	 7.616	 7.695	11.074
7	49.903	 7.698	 4.157	 1.911	 6.163	 6.149	 8.469
8	46.844	 9.427	 4.645	 2.078	 6.331	 6.106	 8.216
9	38.379	 8.118	 3.991	 1.770	 5.334	 5.097	 6.963
10	30.454	 7.760	 3.845	 1.685	 4.912	 4.633	 6.301
11	37.878	11.469	 5.277	 2.264	 6.330	 5.807	 7.763
12	61.503	14.080	 7.089	 3.142	 9.220	 8.764	11.760
13	68.791	 6.561	 4.148	 2.029	 7.385	 7.885	11.927
14	63.887	 8.558	 4.832	 2.271	 7.605	 7.683	11.058
15	69.407	 6.759	 4.244	 2.062	 7.404	 7.969	11.773
16	61.858	 6.502	 3.859	 1.861	 6.607	 6.932	10.050
17	66.448	 8.432	 4.780	 2.262	 7.680	 7.703	11.373
18	56.921	10.989	 5.720	 2.582	 7.942	 7.733	10.537
19	70.434	13.181	 6.891	 3.141	 9.741	 9.578	12.842
20	99.324	 9.959	 6.366	 3.149	11.469	12.565	18.312
21	107.322	 8.415	 6.144	 3.206	12.954	14.909	23.783
22	95.481	 7.057	 5.212	 2.733	11.258	13.192	20.522
23	87.147	 6.851	 5.388	 2.963	13.291	16.816	26.503
24	89.596	 6.309	 4.607	 2.453	10.686	14.013	21.688
25	56.736	 4.214	 3.566	 2.107	11.531	18.744	32.371
