period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	95.092	 5.981	 4.828	 2.673	12.592	16.098	26.780
2	112.621	 7.446	 5.562	 2.923	12.373	14.345	22.924
3	82.494	 5.076	 4.255	 2.385	11.564	15.614	25.939
4	107.825	17.026	 9.210	 4.241	13.627	13.608	18.724
5	94.651	 8.562	 5.401	 2.635	 9.659	10.304	15.632
6	78.923	10.095	 5.655	 2.630	 8.764	 8.892	12.854
7	17.063	35.491	 9.193	 3.259	 6.366	 4.840	 5.660
8	25.606	16.882	 6.189	 2.417	 5.883	 4.969	 6.217
9	28.938	22.102	 7.794	 3.033	 7.151	 5.950	 7.370
10	51.295	 8.511	 4.397	 1.986	 6.282	 6.149	 8.288
11	76.660	 7.564	 4.475	 2.151	 7.699	 8.069	11.735
12	32.851	12.489	 5.347	 2.205	 5.872	 5.200	 6.660
13	27.413	12.199	 4.955	 2.022	 5.232	 4.558	 5.784
14	38.747	 7.264	 3.549	 1.579	 4.865	 4.679	 6.317
15	26.154	11.619	 4.716	 1.924	 4.981	 4.339	 5.506
16	41.086	 4.609	 2.593	 1.219	 4.206	 4.206	 6.250
17	32.441	 8.661	 3.935	 1.689	 4.847	 4.469	 5.913
18	45.254	 5.407	 3.030	 1.414	 4.812	 4.847	 7.017
19	34.972	 8.711	 4.106	 1.775	 5.167	 4.805	 6.467
20	29.083	 9.490	 4.172	 1.752	 4.814	 4.331	 5.775
21	32.474	 6.031	 2.943	 1.308	 4.038	 3.882	 5.243
22	55.428	 5.292	 3.125	 1.500	 5.390	 5.646	 8.225
23	27.673	 5.596	 2.772	 1.215	 3.645	 3.445	 4.650
24	37.741	 7.048	 3.442	 1.531	 4.720	 4.539	 6.128
25	35.412	 5.006	 2.683	 1.226	 4.005	 3.987	 5.513
