period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 5.420	 4.253	13.934	27.364	77.271	24.748	14.706
2	 4.980	 3.605	11.192	20.100	76.845	24.986	14.367
3	 6.353	 2.726	 6.219	 7.466	86.781	58.836	28.873
4	 5.496	 2.432	 5.661	 6.799	80.588	49.591	25.357
5	 7.038	 2.787	 6.069	 6.961	83.823	67.979	34.409
6	 3.085	10.263	66.502	36.867	 9.340	 4.182	 3.464
7	 2.309	 1.563	 4.803	 7.944	42.343	12.741	 7.132
8	 2.692	 1.684	 4.910	 7.638	50.900	16.591	 9.083
9	 3.872	 2.313	 6.477	 9.790	70.206	24.779	13.671
10	 2.589	 1.672	 4.952	 7.994	47.754	15.041	 8.443
11	 3.072	 2.184	 6.904	12.316	51.469	15.611	 9.147
12	 2.763	 2.028	 6.476	12.221	46.731	13.959	 8.113
13	 2.774	 2.068	 6.722	12.342	45.041	13.342	 7.959
14	 3.217	 1.981	 5.631	 8.883	59.439	19.946	10.742
15	 2.932	 2.084	 6.594	11.773	49.551	14.930	 8.739
16	 2.830	 2.566	 9.586	21.708	37.548	11.246	 6.885
17	 3.492	 2.871	10.172	19.891	51.219	15.296	 9.427
18	 3.112	 2.776	 9.968	22.097	41.658	12.307	 7.799
19	 2.229	 2.125	 8.006	19.864	28.655	 8.522	 5.269
20	 2.729	 1.970	 6.182	11.215	46.159	14.015	 7.967
21	 2.824	 1.944	 5.914	10.460	49.496	15.338	 8.542
22	 2.569	 2.043	 6.724	13.646	40.421	12.120	 7.110
23	 2.371	 2.298	 8.726	21.501	28.283	 8.842	 5.533
24	 3.054	 3.336	13.714	39.100	31.250	 9.753	 6.521
25	 3.857	 5.843	29.459	98.927	26.942	 9.285	 6.621
