period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	2.9333         	3.65011        	18.1           	71.4578        	30.7079        	8.69623        	5.82451        
2	3.69022        	4.48704        	22.3942        	87.4102        	40.0662        	11.0838        	7.40401        
3	2.68164        	3.11822        	14.6462        	52.3148        	29.9846        	8.26232        	5.47837        
4	3.55397        	5.13583        	30.5712        	153.585        	31.07          	9.22198        	6.40235        
5	3.26339        	4.82893        	29.4534        	164.998        	26.3502        	8.08373        	5.70269        
6	3.73262        	4.9315         	27.0889        	116.844        	35.9195        	10.2639        	7.02209        
7	3.43657        	6.17407        	46.1808        	226.506        	21.4777        	7.22192        	5.33516        
8	3.45367        	4.35809        	22.6603        	102.292        	35.8106        	10.2277        	6.74237        
9	3.20354        	3.81031        	18.6798        	74.0124        	37.6427        	10.0338        	6.61554        
10	3.09893        	4.03452        	21.3377        	102.06         	29.6056        	8.63273        	5.88773        
11	3.0941         	4.22831        	23.0962        	122.575        	27.188         	8.16433        	5.66266        
12	3.20503        	4.25495        	23.1952        	107.143        	31.7701        	9.13612        	6.14516        
13	2.83884        	3.72665        	19.3998        	96.4757        	26.2678        	7.75148        	5.32498        
14	2.858          	4.06645        	22.2762        	106.957        	27.378         	7.8615         	5.36098        
15	3.34392        	4.82141        	28.2627        	151.23         	28.727         	8.66624        	6.01139        
16	3.95831        	5.418          	31.4571        	144.906        	35.6507        	10.4923        	7.25281        
17	3.47416        	5.66064        	37.3799        	183.77         	26.5446        	8.29937        	5.88467        
18	3.51626        	3.65648        	16.1319        	49.9147        	52.3451        	12.5794        	7.92824        
19	3.92472        	5.24725        	29.3975        	134.104        	38.3609        	10.8794        	7.47166        
20	3.15684        	3.34707        	14.6841        	46.0058        	41.841         	10.5978        	6.85019        
21	3.10086        	4.10134        	22.1006        	97.204         	34.6589        	9.32515        	6.10751        
22	3.28553        	4.30585        	23.4217        	100.361        	35.0762        	9.74041        	6.38438        
23	3.17264        	4.21942        	23.7815        	101.466        	32.1179        	9.0185         	6.09145        
24	3.2283         	4.527          	26.8411        	126.636        	29.9984        	8.66855        	5.95433        
25	3.13678        	4.40003        	23.4444        	104.574        	34.9021        	9.48107        	6.21256        
