period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	7.24802        	5.58216        	19.1488        	38.2619        	163.657        	35.5119        	20.3684        
2	6.7711         	4.78825        	15.3259        	26.4547        	195.561        	35.5329        	20.0512        
3	11.0289        	4.22762        	10.3985        	14.6525        	271.651        	139.959        	61.9261        
4	7.84908        	3.41517        	8.13499        	9.83052        	305.634        	103.667        	40.3632        
5	10.0869        	3.85488        	8.63258        	9.873          	249.754        	164.72         	62.9179        
6	4.25783        	13.9392        	199.898        	56.3965        	14.3172        	5.87333        	4.82454        
7	4.0757         	2.72942        	8.71733        	15.1697        	203.557        	25.818         	13.5209        
8	4.03618        	2.48266        	7.31696        	11.2895        	185.291        	26.1635        	13.7401        
9	5.64761        	3.31463        	9.43736        	14.0125        	297.819        	40.2912        	20.1717        
10	3.90618        	2.4783         	7.43486        	11.736         	166.492        	24.1854        	12.9065        
11	4.54565        	3.1764         	10.2899        	19.009         	155.305        	26.4138        	14.1412        
12	4.10868        	2.9506         	9.64519        	17.1801        	125.829        	21.6548        	12.1533        
13	4.1368         	3.02998        	10.2051        	19.7913        	126.21         	22.3107        	12.3864        
14	4.76503        	2.88307        	8.38296        	12.6709        	250.9          	32.0205        	16.4921        
15	4.47822        	3.11072        	10.107         	18.9394        	158.525        	25.7518        	14.016         
16	4.2264         	3.80549        	15.4459        	39.9334        	81.792         	18.539         	10.7342        
17	5.4383         	4.38818        	16.7364        	39.3545        	136.73         	27.3906        	15.4567        
18	4.70822        	4.10717        	15.9461        	39.3534        	100.144        	20.6941        	12.057         
19	3.44164        	3.1889         	12.5138        	29.9236        	56.7371        	13.2382        	8.22478        
20	4.08881        	2.89588        	9.42908        	16.7787        	134.818        	23.0646        	12.514         
21	4.23227        	2.85707        	8.93628        	15.0027        	146.572        	24.2182        	13.194         
22	3.93516        	3.06694        	10.7446        	22.8884        	103.79         	19.2937        	10.9829        
23	3.63542        	3.41308        	13.5978        	34.3173        	60.8224        	13.7701        	8.58215        
24	4.62006        	4.92365        	22.405         	75.3988        	64.0224        	15.7988        	10.0826        
25	5.68206        	8.95698        	61.02          	207.131        	48.5179        	14.4579        	10.048         
