period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	237.819        	9.53071        	7.5596         	4.08607        	21.6568        	29.7168        	57.0596        
2	275.737        	10.921         	8.28212        	4.27424        	19.8017        	23.0534        	38.1701        
3	236.574        	7.40077        	6.49584        	3.58186        	18.9334        	24.3444        	43.06          
4	253.782        	43.6288        	19.3187        	9.76028        	28.3781        	28.8779        	41.621         
5	215.397        	20.6025        	11.7789        	5.4526         	19.0047        	22.4921        	36.9446        
6	187.258        	22.2848        	10.8473        	4.49356        	15.962         	16.6124        	24.9233        
7	30.3261        	65.2032        	14.9271        	5.06286        	10.2343        	7.62055        	9.00976        
8	55.5235        	32.4998        	10.3728        	3.91471        	9.39751        	7.98574        	10.2987        
9	60.4584        	46.0602        	13.6201        	4.89899        	11.7201        	9.87541        	12.9181        
10	136.2          	19.2944        	7.81196        	3.30842        	11.1198        	11.4687        	15.8194        
11	214.1          	13.009         	7.4205         	3.57196        	13.0368        	14.7816        	21.2005        
12	90.6325        	33.9849        	12.5824        	5.07812        	11.6286        	11.6046        	14.8757        
13	64.4893        	27.1391        	8.88916        	3.46488        	9.49176        	8.46907        	10.8734        
14	99.8366        	12.9231        	5.85878        	2.4891         	8.12434        	8.00726        	11.1836        
15	57.1705        	25.7218        	8.43455        	3.28226        	8.53376        	7.48616        	9.8915         
16	142.527        	7.53365        	4.3556         	1.99706        	7.35059        	7.57004        	10.9308        
17	81.086         	18.6952        	7.07252        	2.94227        	9.28984        	8.1734         	11.6574        
18	145.358        	11.8041        	5.6443         	2.78506        	8.85636        	9.63702        	14.2711        
19	98.3045        	20.4783        	7.59913        	3.0877         	8.87105        	8.76474        	12.8234        
20	67.2124        	19.6815        	7.29752        	2.93638        	8.58359        	7.61335        	10.334         
21	95.6754        	14.4119        	5.56808        	2.3431         	7.89102        	7.55327        	10.629         
22	159.883        	10.0542        	5.36076        	2.50171        	9.08899        	10.5736        	16.5215        
23	99.4586        	12.9039        	6.2176         	2.62402        	8.44398        	7.69914        	10.4997        
24	96.2453        	12.6638        	5.52766        	2.36742        	7.14766        	7.37327        	10.9442        
25	108.303        	10.8753        	5.10732        	2.22089        	7.86269        	8.03257        	11.4347        
