period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	297.814        	13.8833        	7.94686        	3.67045        	13.7893        	14.5231        	21.9163        
2	307.056        	14.3658        	7.934          	3.67268        	13.7637        	14.6349        	21.9365        
3	238.813        	14.3083        	7.40876        	3.34336        	11.8677        	12.1932        	17.4813        
4	219.392        	15.711         	8.35783        	3.7224         	12.883         	12.7418        	18.2169        
5	265.631        	15.9386        	8.72197        	3.94747        	14.034         	14.1142        	20.4015        
6	153.027        	10.9313        	6.30259        	2.87966        	10.2706        	10.4661        	14.9913        
7	183.572        	13.7937        	7.27308        	3.22154        	11.0198        	10.7988        	15.292         
8	155.416        	18.8149        	8.85362        	3.73493        	12.0791        	11.4048        	15.8705        
9	136.682        	18.5727        	8.19673        	3.35342        	10.6647        	10.1145        	14.0936        
10	111.17         	17.5618        	7.48764        	3.11527        	9.55195        	8.86943        	12.16          
11	104.78         	21.6858        	9.04705        	3.72168        	10.9685        	9.89528        	13.2577        
12	101.965        	17.8911        	8.26355        	3.46659        	10.3023        	10.2755        	14.3825        
13	324.45         	12.1328        	7.1793         	3.37085        	13.0546        	14.0347        	21.6622        
14	242.175        	15.6946        	8.51818        	3.83576        	13.6729        	13.7247        	20.0577        
15	308.449        	12.6694        	7.77168        	3.60493        	13.8497        	14.5194        	21.8992        
16	299.71         	11.518         	6.76217        	3.14677        	11.8747        	12.4733        	18.6307        
17	264.597        	15.2852        	8.31715        	3.76668        	13.569         	13.8114        	20.2516        
18	109.066        	14.6856        	7.48796        	3.28184        	10.6941        	10.3051        	14.2315        
19	140.98         	16.9127        	8.70221        	3.8408         	12.6588        	12.3857        	17.2365        
20	264.217        	12.6087        	7.43544        	3.50486        	13.5503        	15.6841        	24.2294        
21	329.795        	10.4776        	7.54805        	3.84505        	16.8559        	19.7015        	30.9083        
22	381.978        	11.6038        	7.97767        	4.04564        	18.0123        	22.098         	37.076         
23	377.258        	10.211         	8.03819        	4.31179        	21.1314        	27.2758        	48.2026        
24	417.884        	10.5267        	8.03282        	4.24285        	19.7788        	24.3156        	40.2257        
25	178.978        	7.85459        	7.2697         	4.24498        	24.6103        	37.7507        	77.062         
