period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	31.0265        	21.8654        	7.09481        	2.61958        	6.21223        	5.22479        	6.64384        
2	34.4304        	43.9142        	10.9593        	3.88807        	9.11628        	6.97039        	8.40434        
3	16.7748        	39.6428        	8.99165        	3.01577        	5.8707         	4.41122        	5.1836         
4	32.9484        	25.3335        	7.94909        	2.9758         	7.32564        	5.92132        	7.34742        
5	32.9231        	18.6625        	6.5921         	2.50978        	6.44137        	5.3276         	6.80317        
6	43.4426        	13.2242        	5.48248        	2.18219        	6.08843        	5.46224        	7.2761         
7	50.3964        	16.7073        	6.78877        	2.74272        	7.79774        	6.71684        	8.71643        
8	18.2565        	37.9876        	8.9159         	3.01873        	6.02888        	4.53445        	5.36846        
9	21.3643        	42.1258        	9.91112        	3.42463        	6.45232        	4.97941        	6.05264        
10	51.3288        	19.5208        	7.11083        	2.80039        	7.64042        	6.70151        	8.76287        
11	29.9187        	29.6657        	8.54669        	3.10614        	7.26574        	5.84039        	7.22322        
12	11.0654        	142.622        	17.1804        	4.85636        	7.2157         	4.63799        	4.98492        
13	32.4529        	41.2826        	11.3357        	3.77255        	7.53311        	6.76159        	8.33519        
14	22.4619        	40.199         	8.82144        	3.03022        	5.88341        	4.81237        	5.63659        
15	24.6076        	86.7949        	14.0121        	4.48106        	8.95097        	6.37355        	7.36686        
16	44.3149        	32.1107        	9.50346        	3.47928        	8.45924        	6.96276        	8.79721        
17	17.7984        	41.773         	9.45558        	3.13368        	5.9557         	4.50346        	5.35385        
18	17.5805        	79.2727        	13.6658        	4.17557        	7.11432        	5.11553        	5.81634        
19	18.7403        	60.2384        	11.4625        	3.83882        	6.13141        	4.54378        	5.4238         
20	17.0577        	47.3458        	10.0997        	3.38016        	6.64686        	4.81442        	5.56549        
21	20.3588        	58.6811        	12.1124        	4.01767        	7.72564        	5.67673        	6.63592        
22	8.55893        	205.191        	18.7625        	4.99666        	6.63865        	4.1013         	4.29682        
23	11.8111        	131.918        	16.2119        	4.505          	6.63682        	4.37832        	4.78364        
24	12.8928        	146.421        	18.0406        	4.95007        	7.08552        	4.69087        	5.16542        
25	16.3233        	138.727        	17.4365        	5.12428        	8.77615        	5.80439        	6.40318        
