period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	6.17666        	61.1474        	99.0979        	15.1267        	10.157         	5.13094        	4.76284        
2	4.75711        	34.9045        	146.199        	18.0792        	9.33797        	4.44283        	3.99305        
3	9.15613        	62.2721        	198.441        	41.8198        	18.5131        	8.57178        	7.59665        
4	14.5523        	148.48         	181.371        	40.0043        	21.9712        	10.9043        	10.2936        
5	13.383         	205.147        	64.7395        	14.6681        	13.1882        	7.5829         	7.52364        
6	12.3726        	219.524        	31.5361        	8.2382         	10.2824        	6.22854        	6.4418         
7	10.7959        	203.271        	46.5005        	10.5189        	11.5829        	6.60643        	6.57968        
8	12.5358        	185.808        	21.702         	6.01952        	8.73871        	5.53741        	5.88816        
9	11.5138        	165.097        	59.9663        	12.8799        	12.1412        	6.79849        	6.78002        
10	8.45089        	203.166        	32.0835        	7.29058        	7.78928        	4.56178        	4.63421        
11	7.99898        	143.298        	52.42          	11.8854        	9.03193        	5.01073        	5.04799        
12	8.85247        	196.433        	33.9794        	8.14496        	8.74026        	5.05588        	5.09998        
13	8.66322        	190.706        	31.3646        	7.16864        	7.91111        	4.64472        	4.72576        
14	8.00755        	232.852        	24.5726        	6.15658        	7.40218        	4.37256        	4.45471        
15	8.13294        	237.14         	25.8171        	6.30738        	7.35044        	4.35348        	4.44863        
16	10.2323        	194.446        	18.9676        	5.13522        	6.87557        	4.36712        	4.66657        
17	6.52302        	138.624        	35.4889        	7.72938        	7.52922        	4.18518        	4.11617        
18	8.50662        	189.352        	49.1526        	10.0723        	10.1661        	5.6084         	5.49104        
19	8.54687        	203.572        	40.4446        	9.07585        	9.80906        	5.4922         	5.4193         
20	9.56012        	244.369        	36.8284        	8.43937        	9.90907        	5.67634        	5.6912         
21	8.20292        	186.628        	52.0121        	9.87844        	9.82375        	5.39251        	5.27742        
22	7.66372        	153.981        	52.4851        	10.0284        	9.59231        	5.21716        	5.06855        
23	8.65624        	277.983        	38.0833        	8.54269        	9.04468        	5.15808        	5.14976        
24	8.30815        	150.256        	79.9949        	13.1627        	11.0299        	5.873          	5.6399         
25	8.5973         	142.402        	57.415         	11.9703        	10.6232        	5.79618        	5.63695        
