period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.8618         	2.56473        	13.807         	61.0956        	20.6454        	5.59714        	3.70379        
2	1.8739         	2.36197        	12.2347        	47.1672        	21.1162        	5.79802        	3.82208        
3	2.07384        	1.96481        	8.2823         	20.9139        	36.9083        	8.64976        	5.11326        
4	15.9938        	1.79946        	2.24577        	1.55121        	13.5193        	31.2795        	96.5484        
5	6.37128        	107.788        	30.3693        	6.81358        	7.17088        	4.0073         	3.96983        
6	2.59622        	3.77647        	23.4414        	134.763        	23.5844        	6.67109        	4.6409         
7	2.15281        	2.67906        	13.5725        	49.7837        	27.1374        	7.21566        	4.59511        
8	2.01706        	3.99121        	30.5696        	157.327        	12.7768        	4.25502        	3.11086        
9	2.79836        	4.79588        	37.9818        	196.097        	20.6011        	6.33715        	4.5576         
10	2.05122        	3.62779        	24.0803        	164.886        	15.4524        	4.85464        	3.43181        
11	2.37291        	3.22863        	17.6983        	86.2117        	23.1218        	6.63106        	4.50385        
12	2.59174        	3.7026         	21.0403        	101.213        	22.9776        	6.81008        	4.70855        
13	2.24159        	2.43473        	11.0695        	34.8213        	28.903         	7.46723        	4.8362         
14	2.13838        	3.3585         	21.4434        	107.761        	18.6142        	5.41588        	3.76459        
15	2.56197        	2.76819        	12.433         	39.8034        	34.5998        	8.75869        	5.62248        
16	2.07619        	3.20792        	19.6762        	89.0989        	20.2117        	5.78286        	3.87202        
17	2.70055        	5.47121        	45.7718        	171.687        	15.434         	5.36227        	3.99398        
18	2.16188        	2.91605        	15.7896        	72.3877        	20.9814        	6.02039        	4.09788        
19	2.429          	4.12168        	28.2714        	130.991        	20.2895        	6.12104        	4.24256        
20	2.70554        	3.5647         	19.2003        	82.5797        	29.7408        	8.10101        	5.37437        
21	2.6213         	4.89661        	39.2695        	175.805        	16.9473        	5.59908        	4.08305        
22	3.23639        	5.33437        	36.1555        	173.654        	24.4515        	7.58696        	5.41847        
23	2.26715        	3.10805        	16.9477        	89.1133        	20.9296        	6.18397        	4.23695        
24	2.69429        	4.68497        	36.9202        	117.456        	19.4171        	6.0188         	4.31273        
25	2.44831        	4.67953        	31.8907        	139.914        	20.7208        	6.15107        	4.36716        
