period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	80.0255        	8.33515        	4.87321        	2.3504         	8.244          	8.6337         	12.4735        
2	74.291         	8.5496         	5.15729        	2.45499        	8.61098        	8.97336        	12.8598        
3	55.5041        	7.61458        	4.40028        	2.07479        	6.93709        	6.98119        	9.71687        
4	68.2441        	9.43722        	5.04554        	2.32645        	7.51766        	7.50542        	10.4264        
5	81.5112        	10.1362        	5.52874        	2.60275        	8.631          	8.74613        	12.2733        
6	56.4052        	7.61008        	4.4285         	2.07272        	6.85552        	7.14874        	10.073         
7	52.6907        	8.06753        	4.35258        	2.00773        	6.44083        	6.34673        	8.72593        
8	58.6703        	11.5563        	5.1606         	2.28297        	6.83874        	6.58451        	8.97037        
9	47.0876        	10.9139        	4.67654        	1.99522        	5.96146        	5.62766        	7.73921        
10	33.3559        	8.80506        	4.23418        	1.86988        	5.49241        	5.06448        	6.7248         
11	35.5584        	11.4187        	5.36616        	2.32974        	6.54743        	5.92114        	7.69392        
12	50.4292        	12.2697        	5.85421        	2.51086        	6.99437        	7.12948        	9.87048        
13	71.878         	7.10248        	4.35485        	2.13608        	7.71732        	8.20886        	12.0082        
14	87.709         	10.3315        	5.3658         	2.4945         	8.23766        	8.41014        	11.9048        
15	91.364         	7.67153        	4.58168        	2.21885        	7.89178        	8.38094        	12.1423        
16	64.9235        	6.7532         	4.11012        	1.99579        	7.04761        	7.30544        	10.4164        
17	76.338         	9.26604        	5.13698        	2.42844        	8.16833        	8.34667        	11.8727        
18	49.5918        	9.922          	5.29186        	2.38404        	7.23859        	7.14676        	9.7412         
19	62.8628        	11.8233        	6.37168        	2.89398        	8.84858        	8.84236        	12.1194        
20	104.826        	8.82349        	5.32426        	2.57691        	9.2075         	10.7497        	16.076         
21	99.0778        	7.87907        	5.70427        	2.97432        	11.9742        	14.1457        	21.4274        
22	92.7511        	7.31408        	5.42081        	2.85685        	11.6823        	13.5317        	20.5324        
23	94.8132        	6.78582        	5.54922        	3.06375        	13.6508        	17.002         	26.9368        
24	95.1307        	6.83964        	5.44262        	2.9554         	12.6732        	15.182         	23.5994        
25	62.5752        	5.13212        	4.85453        	2.89144        	14.9685        	21.0901        	36.2722        
