period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.10295        	1.5365         	7.33781        	22.56          	10.047         	3.21441        	2.15812        
2	1.14784        	1.45545        	6.58055        	18.4229        	10.6996        	3.41811        	2.29343        
3	1.29267        	1.24119        	4.7102         	10.5656        	16.2291        	4.86562        	3.07146        
4	8.73245        	1.14744        	1.40787        	0.990468       	7.50164        	14.7018        	29.6234        
5	4.00903        	50.4155        	16.7171        	4.47682        	4.48016        	2.61523        	2.58222        
6	1.40887        	2.10843        	11.0535        	40.2631        	10.15          	3.50512        	2.45793        
7	1.3146         	1.64517        	7.36884        	20.3557        	13.1326        	4.12733        	2.7239         
8	1.21332        	2.334          	13.7322        	43.0168        	6.80864        	2.48735        	1.84044        
9	1.52239        	2.66575        	15.0561        	48.4366        	9.15505        	3.30566        	2.46886        
10	1.23486        	2.18457        	11.9846        	38.8462        	8.19724        	2.84469        	2.032          
11	1.51856        	2.04142        	9.57622        	28.6954        	12.0621        	4.04402        	2.80772        
12	1.68725        	2.39312        	11.8018        	40.4809        	12.4237        	4.26301        	3.00358        
13	1.42872        	1.5627         	6.40105        	16.0955        	14.1781        	4.49449        	2.9871         
14	1.29742        	2.00739        	10.2493        	35.5584        	9.30352        	3.18904        	2.25291        
15	1.69301        	1.84285        	7.51558        	19.5464        	17.3588        	5.4643         	3.6032         
16	1.21231        	1.7743         	8.92706        	31.0051        	9.71914        	3.18843        	2.18035        
17	1.73427        	3.39511        	20.1648        	46.4278        	8.79469        	3.33812        	2.52764        
18	1.35939        	1.82794        	8.56933        	25.2237        	10.8701        	3.62884        	2.5171         
19	1.48187        	2.45607        	12.9563        	46.8068        	10.3667        	3.56865        	2.52507        
20	1.74142        	2.2252         	10.1365        	30.411         	14.7034        	4.87926        	3.33553        
21	1.62147        	3.00125        	17.0936        	48.1324        	9.13396        	3.35257        	2.48327        
22	2.17701        	3.48036        	18.3002        	55.0364        	13.5684        	4.88437        	3.55776        
23	1.43948        	1.9671         	9.31612        	27.7914        	11.2098        	3.77258        	2.63066        
24	1.58794        	2.61544        	14.3888        	40.2426        	9.43722        	3.43602        	2.53155        
25	1.41522        	2.46484        	13.4942        	40.7635        	9.55861        	3.31043        	2.35652        
