period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.91487        	2.39662        	10.6791        	29.9848        	16.543         	5.43834        	3.71189        
2	2.52165        	3.05662        	13.3729        	40.153         	21.5589        	7.14874        	4.8919         
3	1.72609        	2.00249        	8.5172         	22.3936        	15.5059        	5.0445         	3.42492        
4	2.40168        	3.41852        	16.7014        	53.2933        	16.9904        	5.91059        	4.20217        
5	2.19156        	3.18771        	15.7987        	49.0154        	14.7214        	5.19296        	3.73583        
6	2.5334         	3.32057        	15.4658        	50.9357        	19.2791        	6.58728        	4.61992        
7	2.29797        	4.02559        	22.423         	63.04          	12.4145        	4.65916        	3.49635        
8	2.31039        	2.86837        	12.7971        	36.5152        	18.8461        	6.30832        	4.36496        
9	2.09704        	2.46552        	10.6007        	28.8268        	19.0702        	6.19646        	4.18748        
10	2.03824        	2.61347        	11.9034        	34.1468        	15.9792        	5.39496        	3.76556        
11	2.03801        	2.75236        	12.9704        	39.0017        	14.9609        	5.14274        	3.63715        
12	2.08116        	2.71594        	12.5188        	36.8093        	16.5891        	5.57309        	3.87004        
13	1.82435        	2.38341        	10.9909        	32.4427        	14.0644        	4.76251        	3.33597        
14	1.80571        	2.48985        	11.8987        	37.1459        	14.1585        	4.75481        	3.30811        
15	2.17618        	3.0987         	15.139         	48.8776        	15.5155        	5.36944        	3.81359        
16	2.67132        	3.61588        	17.1735        	56.6539        	19.4801        	6.72772        	4.76068        
17	2.25445        	3.53316        	18.6101        	59.9519        	14.4225        	5.14386        	3.73           
18	2.29447        	2.39408        	9.52391        	23.6816        	24.2503        	7.59038        	4.97318        
19	2.60215        	3.40347        	15.7531        	48.4488        	19.856         	6.76897        	4.74696        
20	2.03268        	2.16746        	8.73392        	21.752         	20.3466        	6.43612        	4.27291        
21	1.83496        	2.42292        	11.2027        	35.2364        	16.2075        	5.2767         	3.56944        
22	2.10337        	2.70787        	12.4337        	39.3026        	17.2958        	5.74304        	3.97487        
23	2.02119        	2.64738        	12.2903        	39.9582        	16.2066        	5.42783        	3.76423        
24	2.04694        	2.83011        	13.611         	45.0472        	15.3955        	5.238          	3.68032        
25	1.83549        	2.52432        	11.9726        	38.3893        	16.3098        	5.27616        	3.56346        
