period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	76.8841        	4.25221        	2.71719        	1.34882        	5.28084        	5.96603        	9.26568        
2	54.2254        	3.54028        	2.28561        	1.15221        	4.67017        	5.64815        	8.77428        
3	57.4988        	2.96417        	2.24711        	1.20763        	5.49187        	6.96661        	11.2766        
4	62.4694        	4.52945        	2.62454        	1.28372        	4.81126        	5.32969        	7.93022        
5	69.8098        	4.15271        	2.59384        	1.30571        	5.29862        	6.14941        	9.72763        
6	62.1216        	2.95974        	2.07932        	1.07653        	4.57733        	5.80129        	9.18313        
7	53.7095        	4.9225         	2.69879        	1.27609        	4.55573        	4.78829        	6.97129        
8	49.4816        	4.25689        	2.37778        	1.12531        	3.97951        	4.21358        	6.14081        
9	54.2639        	3.29596        	2.12881        	1.06731        	4.17287        	4.68731        	7.12087        
10	70.8113        	3.94369        	2.62261        	1.32845        	5.38664        	6.22476        	9.79045        
11	52.8419        	3.12896        	2.15271        	1.07686        	4.50364        	5.19588        	8.16034        
12	62.1871        	3.28758        	2.15592        	1.07592        	4.25038        	5.14724        	7.9303         
13	43.0142        	2.53458        	1.63883        	0.810846       	3.16656        	3.79832        	5.82696        
14	39.3386        	2.95609        	1.94918        	0.972119       	3.71884        	4.04568        	5.97701        
15	51.8861        	3.0172         	2.24942        	1.18265        	5.0305         	5.97557        	9.31367        
16	41.117         	5.2182         	2.57916        	1.17379        	3.95215        	4.08568        	5.89496        
17	43.641         	5.06365        	2.64699        	1.2254         	4.1638         	4.28116        	6.12414        
18	62.2238        	4.63543        	2.54649        	1.20766        	4.57358        	5.05584        	7.7854         
19	57.2047        	5.33466        	2.92914        	1.33102        	4.8217         	5.25168        	7.86665        
20	50.9713        	4.79934        	2.66627        	1.30321        	4.56091        	4.86738        	7.13261        
21	64.6456        	4.14482        	2.49295        	1.23267        	4.74545        	5.33639        	8.24846        
22	53.6386        	4.02948        	2.39459        	1.16096        	4.2377         	4.53967        	6.6595         
23	39.9614        	4.7462         	2.48105        	1.17004        	4.07488        	4.24458        	6.17832        
24	37.2035        	6.22814        	2.86292        	1.27992        	4.01987        	3.92465        	5.38171        
25	53.9413        	5.43074        	2.98518        	1.36612        	4.80085        	5.08108        	7.51756        
