period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	5.75658        	2.26368        	4.78505        	5.18479        	65.3328        	55.9048        	28.0404        
2	5.5543         	26.0171        	91.9386        	21.3302        	11.5075        	5.72692        	5.10055        
3	7.20479        	2.59596        	5.28041        	5.95598        	63.2927        	74.4732        	38.1874        
4	6.42161        	2.8114         	6.31494        	7.33536        	95.4248        	56.8728        	28.2448        
5	6.63628        	2.90664        	6.52723        	7.5762         	96.4717        	58.1242        	29.1252        
6	5.17237        	2.46514        	5.8783         	7.3291         	81.9029        	41.2052        	21.2298        
7	3.4611         	2.10478        	5.93924        	9.00576        	65.5553        	21.1454        	11.7096        
8	3.50689        	2.008          	5.33412        	7.47868        	65.5718        	22.0357        	12.0708        
9	3.88138        	2.15506        	5.64397        	7.79008        	73.6254        	25.5667        	13.8242        
10	3.43114        	2.1839         	6.22688        	9.52877        	62.1234        	19.1166        	10.8315        
11	2.84125        	2.04351        	6.3112         	10.6397        	46.093         	13.7283        	8.10252        
12	2.88188        	2.09744        	6.49332        	10.99          	45.5864        	13.4986        	8.03203        
13	2.57926        	1.82052        	5.53885        	9.12528        	42.5794        	12.5751        	7.39512        
14	3.34027        	2.54572        	8.11768        	14.4205        	49.2509        	14.8252        	8.95723        
15	6.00782        	3.44633        	9.17924        	13.1471        	105.827        	38.9128        	20.9117        
16	5.05073        	2.985          	8.05403        	11.5808        	91.4868        	30.4891        	16.8599        
17	5.11106        	2.93073        	7.77622        	11.0448        	102.727        	33.0158        	17.7735        
18	3.72802        	2.44246        	7.05355        	10.9743        	64.521         	19.7653        	11.3518        
19	4.16102        	3.1769         	10.1381        	18.3479        	62.1479        	18.5045        	11.1623        
20	3.95845        	2.83924        	8.67812        	14.5815        	63.9623        	18.8245        	11.1376        
21	3.5424         	2.42799        	7.21512        	11.625         	59.8216        	17.759         	10.3637        
22	3.72575        	2.48117        	7.2675         	11.5039        	63.6624        	19.5246        	11.2658        
23	2.9311         	2.1969         	6.9331         	12.014         	44.5399        	13.2374        	7.9591         
24	2.87502        	2.00288        	6.07543        	10.0437        	48.7332        	14.4468        	8.42432        
25	3.05369        	2.06069        	6.09127        	9.7232         	52.3512        	15.7169        	9.10022        
