period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	37.3417        	4.74296        	2.61785        	1.22603        	4.13536        	4.16866        	5.8387         
2	42.2006        	4.54594        	2.60193        	1.20072        	4.25819        	4.48805        	6.51654        
3	57.4052        	3.35794        	2.17651        	1.0789         	4.19605        	5.031          	7.70137        
4	28.1686        	4.35712        	2.36191        	1.08812        	3.53559        	3.46196        	4.75668        
5	42.9001        	3.36241        	2.16252        	1.0676         	4.023          	4.36928        	6.47964        
6	69.5606        	5.57467        	3.08192        	1.44816        	5.32742        	5.73566        	8.48506        
7	50.4266        	3.57015        	2.45849        	1.24468        	4.88225        	5.467          	8.25214        
8	51.3734        	5.75388        	2.93046        	1.40007        	4.75009        	5.23991        	7.64111        
9	62.6677        	5.35442        	2.84563        	1.34072        	5.03669        	5.6489         	8.5937         
10	53.0741        	4.0856         	2.47123        	1.1823         	4.22125        	4.68965        	6.89134        
11	44.6767        	6.0691         	2.88266        	1.31557        	4.37497        	4.49402        	6.36944        
12	29.8849        	5.44828        	2.62732        	1.18347        	3.72319        	3.60551        	4.95054        
13	42.0826        	5.78621        	2.79555        	1.26924        	4.15087        	4.1666         	5.79625        
14	37.8932        	4.69746        	2.49003        	1.16614        	3.96695        	4.10342        	5.77242        
15	20.5998        	6.61284        	2.96442        	1.27611        	3.61609        	3.26141        	4.25257        
16	21.0969        	8.97815        	3.31313        	1.36177        	3.60356        	3.18535        	4.1625         
17	17.3784        	9.49421        	3.5317         	1.42857        	3.59526        	3.06719        	3.86413        
18	15.0916        	9.9837         	3.48228        	1.38254        	3.37967        	2.84015        	3.54903        
19	23.5561        	6.63678        	2.96295        	1.22909        	3.28603        	3.27211        	4.49284        
20	30.9591        	11.3665        	3.79296        	1.51233        	4.02419        	3.62218        	4.82882        
21	12.2629        	14.9799        	4.44596        	1.66893        	3.64457        	2.87551        	3.45248        
22	21.0909        	13.9824        	4.40942        	1.68845        	4.08341        	3.48122        	4.45367        
23	16.7813        	8.3034         	3.18243        	1.27248        	3.30249        	2.86061        	3.63154        
24	14.9769        	21.4721        	5.18148        	1.86477        	3.85369        	3.13947        	3.77446        
25	9.18464        	16.0586        	4.14929        	1.48852        	2.98505        	2.28747        	2.70273        
