period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	52.2396        	3.36455        	2.81116        	1.55305        	7.18308        	8.97318        	14.36          
2	62.3437        	3.82586        	2.97272        	1.59448        	7.02428        	8.61358        	13.5833        
3	32.6209        	2.50149        	2.36076        	1.38799        	7.29835        	10.0722        	17.1277        
4	41.665         	2.73487        	2.31704        	1.29888        	6.30353        	8.29922        	13.6144        
5	56.3224        	3.04895        	2.28583        	1.22064        	5.49911        	7.1541         	11.52          
6	39.6594        	2.60871        	2.18287        	1.22753        	6.0881         	8.29948        	13.8217        
7	43.5776        	2.72065        	2.15928        	1.16969        	5.32804        	6.70345        	10.6874        
8	56.4235        	2.98783        	2.31483        	1.25018        	5.69059        	7.3197         	11.7718        
9	62.582         	3.45248        	2.65105        	1.42369        	6.38593        	8.10032        	12.9447        
10	50.0209        	2.88839        	2.43671        	1.36638        	6.6114         	8.72662        	14.3762        
11	55.8493        	4.19173        	2.89359        	1.4669         	5.7586         	6.431          	9.68998        
12	44.4992        	5.15329        	2.96734        	1.39054        	4.68551        	4.80305        	6.76595        
13	52.4977        	4.58212        	2.7901         	1.33779        	4.7966         	5.27749        	7.72466        
14	45.0853        	5.52438        	3.03048        	1.39141        	4.55069        	4.76744        	6.77542        
15	30.3061        	5.51084        	2.92953        	1.31345        	4.05101        	3.97411        	5.42664        
16	24.6576        	7.01255        	3.41198        	1.47208        	4.16714        	3.87558        	5.11632        
17	29.1423        	4.73774        	2.59729        	1.17816        	3.73864        	3.73975        	5.16643        
18	23.2303        	6.19744        	2.96179        	1.26473        	3.56218        	3.43543        	4.63432        
19	27.608         	6.02676        	3.21224        	1.44093        	4.39715        	4.1256         	5.49144        
20	52.2673        	4.11289        	2.62555        	1.28512        	4.81525        	5.44486        	8.09762        
21	52.1996        	3.40575        	2.28327        	1.14637        	4.55126        	5.37761        	8.21099        
22	57.6148        	4.74901        	2.87047        	1.36936        	4.82738        	5.25564        	7.63243        
23	50.2276        	5.4891         	3.22884        	1.52622        	5.21932        	5.38837        	7.62232        
24	36.0299        	3.84563        	2.38574        	1.1421         	4.0262         	4.21315        	5.99774        
25	40.6094        	4.80686        	2.73799        	1.29507        	4.43927        	4.51602        	6.36664        
