period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	38.8375        	4.75567        	2.7184         	1.2654         	4.19767        	4.27309        	5.98766        
2	44.1115        	3.79627        	2.27182        	1.09682        	3.95564        	4.22705        	6.15701        
3	43.1557        	3.45608        	2.11833        	1.01751        	3.68831        	4.15919        	6.15722        
4	43.1356        	3.36501        	2.14934        	1.05086        	3.89855        	4.28908        	6.29528        
5	36.5911        	3.92015        	2.24687        	1.04276        	3.50583        	3.77431        	5.43074        
6	32.564         	5.15401        	2.64421        	1.20146        	3.83476        	3.73774        	5.13072        
7	29.459         	5.45407        	2.66784        	1.18857        	3.68424        	3.54538        	4.82465        
8	26.1086        	4.2566         	2.36198        	1.0766         	3.4323         	3.40074        	4.67428        
9	15.9742        	6.08944        	2.63106        	1.07463        	2.76347        	2.59048        	3.4362         
10	31.0045        	6.3266         	3.09306        	1.37606        	4.19544        	4.06836        	5.56042        
11	33.8387        	5.82224        	3.05887        	1.37547        	4.29048        	4.26204        	5.87354        
12	30.3196        	5.92747        	2.98524        	1.31263        	3.92526        	3.91709        	5.39568        
13	28.3054        	7.16501        	3.54815        	1.56118        	4.59284        	4.1846         	5.486          
14	46.4677        	4.96602        	2.73522        	1.26946        	4.52124        	4.89125        	7.1221         
15	49.0316        	2.96435        	1.85601        	0.907736       	3.47661        	4.20293        	6.46168        
16	54.018         	3.55741        	2.3817         	1.18699        	4.52624        	5.00317        	7.37575        
17	32.1159        	4.33595        	2.50314        	1.17416        	3.94913        	3.92494        	5.45152        
18	52.016         	3.66444        	2.3513         	1.15616        	4.38829        	5.04558        	7.57469        
19	49.2811        	4.15627        	2.63243        	1.28865        	4.73231        	5.06441        	7.36942        
20	29.0517        	4.16239        	2.3358         	1.07136        	3.49407        	3.57277        	5.0036         
21	33.7956        	4.05918        	2.27339        	1.04549        	3.46607        	3.70688        	5.31864        
22	22.8819        	6.85782        	3.16345        	1.3437         	3.72402        	3.46709        	4.5896         
23	45.6127        	5.30359        	2.74702        	1.27741        	4.29073        	4.34992        	6.21086        
24	45.2336        	2.99425        	2.26039        	1.18615        	4.98589        	5.75183        	8.80888        
25	44.3891        	2.62005        	2.01367        	1.07092        	4.6854         	5.68822        	8.89376        
