period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	2.64584        	5.65394        	37.4591        	62.8189        	12.0923        	4.70736        	3.65044        
2	3.03362        	6.39032        	44.168         	78.7036        	14.2058        	5.48348        	4.23382        
3	3.26871        	7.8161         	51.1924        	62.3624        	14.1059        	5.56132        	4.35373        
4	2.34728        	4.69667        	29.6326        	59.5793        	11.1555        	4.29869        	3.31248        
5	2.30172        	4.34452        	26.2192        	59.9058        	12.8118        	4.68212        	3.48762        
6	3.0136         	5.37286        	33.1447        	86.7283        	16.8763        	6.17029        	4.60872        
7	2.81165        	3.40214        	15.5251        	47.8195        	25.4957        	8.07635        	5.48906        
8	2.80376        	5.48086        	35.3388        	78.4829        	14.0031        	5.30636        	4.04996        
9	2.45722        	4.65923        	29.1018        	70.1442        	12.8544        	4.80193        	3.63085        
10	2.48546        	4.45338        	26.3337        	66.02          	13.9036        	5.09317        	3.80178        
11	3.01358        	5.04756        	29.7665        	77.2106        	19.4012        	6.74309        	4.90601        
12	2.09136        	4.58096        	30.5409        	45.85          	9.14234        	3.60562        	2.81996        
13	2.04139        	4.91832        	34.294         	44.7044        	8.56224        	3.41371        	2.68631        
14	2.78022        	7.48472        	53.3585        	42.2996        	10.2174        	4.23698        	3.41885        
15	3.07545        	7.852          	62.6216        	57.9305        	11.8227        	4.83444        	3.8713         
16	2.32087        	5.44918        	37.449         	45.9043        	9.75326        	3.88415        	3.05764        
17	2.94744        	8.02444        	55.7543        	44.6591        	10.8657        	4.49456        	3.62434        
18	2.52381        	4.86716        	29.3932        	66.2299        	14.125         	5.13911        	3.82334        
19	2.74007        	5.28444        	32.0643        	67.4053        	14.7729        	5.45515        	4.09961        
20	3.18023        	7.67405        	50.2474        	60.3461        	13.7941        	5.41735        	4.2368         
21	4.47095        	16.9134        	92.263         	44.0269        	13.2254        	5.81375        	4.87465        
22	4.92196        	22.0972        	89.3563        	39.668         	13.2476        	5.93748        	5.04828        
23	2.90833        	5.83222        	37.7744        	83.246         	13.8438        	5.3275         	4.10612        
24	5.50004        	28.5264        	88.0175        	33.5171        	13.0051        	6.09977        	5.23267        
25	3.77572        	11.9051        	74.3767        	57.4751        	13.6043        	5.58115        	4.49946        
