period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	91.3446        	6.21184        	5.12647        	2.84662        	13.3204        	17.281         	28.7234        
2	127.922        	7.56032        	5.76176        	3.05343        	12.8155        	15.0082        	23.1218        
3	77.4976        	5.04781        	4.41565        	2.49036        	11.9056        	15.2216        	24.7849        
4	102.796        	21.4268        	10.5719        	4.83275        	15.1375        	15.6948        	22.3348        
5	89.0906        	10.4737        	6.08407        	2.9299         	10.4956        	11.4831        	17.7413        
6	72.8143        	11.1717        	6.00401        	2.84392        	9.22324        	9.37372        	13.2945        
7	16.375         	29.4875        	8.64652        	3.12649        	6.01618        	4.61912        	5.41559        
8	23.6146        	14.9757        	5.68728        	2.23523        	5.2191         	4.53733        	5.75273        
9	29.0632        	22.0498        	7.84127        	3.01769        	6.8098         	5.81447        	7.33936        
10	48.002         	8.05637        	4.1008         	1.83182        	5.62396        	5.71864        	7.97846        
11	74.7619        	7.2904         	4.39463        	2.1112         	7.466          	8.16376        	11.6352        
12	31.7253        	13.6415        	5.51696        	2.20851        	5.27396        	5.10444        	6.98476        
13	25.4667        	12.1896        	5.00587        	2.0504         	5.30104        	4.61394        	5.872          
14	32.9124        	6.3738         	3.26422        	1.44026        	4.3357         	4.28846        	5.87887        
15	23.083         	10.8426        	4.45626        	1.8051         	4.52765        	4.04287        	5.21248        
16	36.072         	4.11793        	2.43149        	1.14025        	3.8947         	4.06681        	5.77498        
17	31.9705        	8.52304        	4.03582        	1.7506         	5.03644        	4.604          	6.05005        
18	42.494         	5.11672        	2.81782        	1.29715        	4.32702        	4.62388        	6.58609        
19	32.0272        	8.21974        	3.76232        	1.59463        	4.45064        	4.36097        	5.92744        
20	26.0498        	8.94316        	4.03981        	1.70282        	4.62614        	4.19256        	5.45926        
21	29.1297        	5.62154        	2.82266        	1.24761        	3.78425        	3.71009        	5.10538        
22	56.5535        	4.93322        	2.77569        	1.3095         	4.60001        	5.16863        	7.63963        
23	29.4735        	7.25317        	3.13384        	1.39094        	4.00212        	3.75379        	5.10286        
24	31.7607        	5.89133        	2.76455        	1.1776         	3.38295        	3.5953         	5.12647        
25	33.8164        	4.93042        	2.71597        	1.24947        	4.07308        	4.02754        	5.56405        
