period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	15.268         	11.3165        	4.18273        	1.60446        	3.55229        	3.08993        	3.91745        
2	21.2935        	28.366         	6.58807        	2.33899        	4.87166        	3.92393        	4.79822        
3	9.36385        	17.9671        	5.27652        	1.86088        	3.40469        	2.63256        	3.10841        
4	17.4183        	13.4243        	5.00893        	1.96193        	4.50796        	3.75073        	4.62431        
5	15.8636        	10.1148        	3.96353        	1.56253        	3.65587        	3.18001        	4.02703        
6	19.6123        	7.50031        	3.24908        	1.32737        	3.38828        	3.19157        	4.23914        
7	23.7062        	9.62633        	4.29512        	1.80292        	4.78804        	4.22856        	5.40914        
8	10.0868        	18.1499        	5.38074        	1.91226        	3.56808        	2.7765         	3.29109        
9	11.2179        	18.9291        	5.57845        	1.97204        	3.63456        	2.88655        	3.46928        
10	23.0371        	10.1493        	4.34387        	1.78371        	4.54435        	4.08542        	5.27742        
11	15.6577        	14.4125        	5.16949        	1.9783         	4.31406        	3.58204        	4.40766        
12	6.86365        	54.7898        	10.0925        	3.15834        	4.43588        	2.96392        	3.19122        
13	14.9266        	17.5342        	5.58151        	2.05258        	4.11206        	3.39581        	4.17845        
14	9.80298        	15.769         	4.60649        	1.6422         	3.10766        	2.47787        	2.98955        
15	13.2498        	37.7806        	7.88407        	2.65249        	4.76831        	3.53367        	4.06069        
16	20.4196        	15.2069        	5.57752        	2.18092        	4.99111        	4.23508        	5.28404        
17	9.80168        	18.9885        	5.4689         	1.90731        	3.39147        	2.65361        	3.16116        
18	9.21175        	31.035         	7.53336        	2.53311        	4.15177        	3.03148        	3.4553         
19	9.30143        	23.3334        	5.99202        	2.01244        	3.26875        	2.53117        	3.00533        
20	9.6872         	21.9775        	6.13793        	2.16878        	3.99614        	2.99393        	3.45911        
21	11.9706        	27.2159        	7.54772        	2.64907        	4.78325        	3.61062        	4.19303        
22	5.21564        	54.5976        	10.515         	3.13658        	3.94376        	2.52719        	2.65554        
23	6.62944        	42.3414        	8.79764        	2.76667        	3.87677        	2.64752        	2.89866        
24	7.36218        	49.6721        	9.77292        	3.05104        	4.15789        	2.85631        	3.14352        
25	9.08266        	53.0212        	9.40939        	2.92719        	4.55126        	3.15737        	3.48028        
