period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.81508        	2.40081        	13.3829        	42.9052        	17.3746        	5.43863        	3.60626        
2	1.59609        	2.07406        	10.2774        	33.0333        	16.3904        	5.23098        	3.53578        
3	1.73682        	1.68057        	7.12858        	20.0293        	27.932         	8.09114        	4.69069        
4	15.7111        	1.52216        	1.84241        	1.30577        	11.2313        	28.2927        	54.7866        
5	5.52838        	79.6061        	29.648         	6.59189        	5.96344        	3.46122        	3.44344        
6	1.61642        	2.61299        	15.3488        	54.9929        	12.9138        	4.21416        	2.96543        
7	1.99864        	2.43738        	11.9817        	40.0622        	22.5957        	6.76861        	4.35272        
8	1.74794        	3.74231        	26.7304        	68.4518        	9.85939        	3.51816        	2.59964        
9	1.7488         	3.21067        	20.6009        	65.8897        	11.0436        	3.847          	2.77065        
10	1.80867        	3.3917         	21.3099        	71.1252        	11.9585        	4.13413        	2.96172        
11	1.98605        	2.82097        	15.2162        	51.7655        	18.105         	5.65736        	3.75098        
12	2.31938        	3.51797        	20.5348        	68.1314        	20.4878        	6.35803        	4.29322        
13	1.74938        	1.96473        	8.96389        	29.5861        	20.8362        	5.96088        	3.81848        
14	1.88823        	3.17687        	18.9679        	61.38          	15.4303        	4.93805        	3.32311        
15	2.30714        	2.51189        	11.4588        	36.5069        	32.8843        	8.78004        	5.45814        
16	2.32658        	3.65184        	18.8394        	45.9932        	19.677         	6.6469         	4.49201        
17	2.2775         	5.50228        	36.4421        	74.8397        	11.8947        	4.32436        	3.26086        
18	1.65875        	2.26321        	11.4336        	42.5923        	13.8545        	4.51213        	3.12648        
19	2.525          	4.61952        	26.8539        	66.7343        	18.6612        	6.45426        	4.41734        
20	2.56094        	3.30343        	16.9843        	53.163         	24.3307        	7.97245        	5.14469        
21	2.34585        	5.2569         	32.1973        	74.4469        	13.6004        	4.62614        	3.45771        
22	2.79422        	5.19332        	31.6066        	93.6518        	19.0507        	6.71573        	4.61023        
23	1.76486        	2.48134        	13.1843        	49.743         	14.523         	4.70963        	3.26749        
24	2.16061        	4.20912        	26.2448        	63.2207        	13.9538        	4.78789        	3.37621        
25	2.64971        	5.19516        	26.4597        	60.0282        	16.6707        	5.96182        	4.27453        
