period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	18.3655        	2.04068        	2.33314        	1.53967        	10.0671        	17.4817        	33.6032        
2	22.0828        	2.39485        	2.7321         	1.8208         	12.167         	22.04          	44.7685        
3	18.6051        	2.13164        	2.46533        	1.63678        	10.7933        	18.7649        	36.0302        
4	20.7131        	2.17984        	2.40366        	1.55709        	9.83362        	16.2885        	30.4798        
5	19.8976        	2.2453         	2.58899        	1.7201         	11.3616        	19.9858        	39.1558        
6	18.6684        	2.17304        	2.5208         	1.68713        	11.3356        	20.05          	38.4296        
7	22.4718        	2.40494        	2.67872        	1.74747        	11.1505        	18.7736        	35.4322        
8	21.4597        	2.26771        	2.50345        	1.62151        	10.2251        	16.9004        	31.7512        
9	16.643         	2.0146         	2.3833         	1.61546        	11.1524        	20.191         	39.1277        
10	15.0085        	1.90638        	2.30412        	1.58123        	11.1883        	20.6457        	40.1411        
11	16.2076        	1.96565        	2.32663        	1.57664        	10.8892        	19.6671        	37.9199        
12	15.0533        	1.8875         	2.27414        	1.547          	10.7246        	19.4508        	37.6808        
13	25.6508        	2.57235        	2.84095        	1.85884        	12.0245        	21.5334        	43.2925        
14	27.4288        	2.58816        	2.76724        	1.76042        	10.6867        	17.4778        	33.6741        
15	17.1698        	1.98673        	2.31736        	1.54871        	10.3924        	18.4257        	36.045         
16	27.7512        	2.35267        	2.43033        	1.528          	9.19742        	15.0073        	29.2222        
17	24.8659        	2.21544        	2.31477        	1.46369        	8.91004        	14.601         	28.5089        
18	31.1454        	2.36773        	2.35721        	1.44276        	8.20991        	12.6931        	23.8382        
19	50.4292        	2.96727        	2.56216        	1.45922        	7.22124        	9.83189        	16.9122        
20	57.496         	3.01155        	2.66536        	1.547          	8.10126        	11.9479        	22.0577        
21	37.8266        	2.49274        	2.38883        	1.43441        	7.89368        	11.8875        	22.6003        
22	30.0449        	2.20496        	2.14712        	1.29681        	7.20086        	10.8196        	20.1699        
23	32.5147        	2.34044        	2.29636        	1.39705        	7.91831        	12.2784        	23.7154        
24	43.114         	2.93123        	2.84039        	1.71895        	9.60926        	15.002         	28.4757        
25	25.3328        	2.17121        	2.28161        	1.44307        	8.80866        	14.6923        	29.6094        
