period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	4.47041        	39.6137        	53.1101        	11.6669        	7.07036        	3.71459        	3.45626        
2	3.51478        	22.9084        	53.869         	13.3724        	6.73398        	3.37692        	3.04724        
3	7.23881        	41.3388        	88.4117        	28.6009        	13.305         	6.60348        	5.88082        
4	9.13658        	65.4354        	85.1004        	21.3003        	13.5116        	7.21231        	6.76148        
5	11.9696        	114.552        	55.2355        	14.4376        	11.6347        	6.73016        	6.62418        
6	10.4478        	129.937        	27.2948        	7.1042         	8.22762        	5.14735        	5.33984        
7	8.39354        	134.553        	35.3422        	8.5289         	8.43422        	5.00357        	5.0063         
8	9.81814        	108.527        	16.094         	4.70844        	6.33755        	4.17564        	4.46677        
9	9.7123         	104.239        	51.4116        	11.9523        	10.1701        	5.81875        	5.77062        
10	6.4984         	83.9351        	23.2355        	5.97301        	5.89662        	3.5442         	3.59446        
11	6.40325        	74.2432        	39.7908        	9.05422        	6.94476        	3.92886        	3.86345        
12	6.71389        	93.2735        	26.1868        	6.32225        	6.32894        	3.77276        	3.81161        
13	6.42355        	86.603         	22.5161        	5.52096        	5.66248        	3.45401        	3.50883        
14	5.57744        	91.0534        	16.1533        	4.42559        	5.02657        	3.07833        	3.13697        
15	5.68998        	76.1724        	16.6094        	4.50382        	4.97556        	3.05171        	3.11989        
16	7.7405         	80.8038        	13.1631        	3.80408        	4.99158        	3.26515        	3.48046        
17	4.613          	63.0508        	23.1795        	5.68001        	5.23868        	3.0238         	2.9715         
18	4.7623         	70.79          	23.9888        	5.82401        	5.38794        	3.11122        	3.05839        
19	4.91134        	84.3541        	21.9064        	5.42945        	5.26352        	3.07892        	3.05223        
20	5.60916        	89.7908        	20.8105        	5.12125        	5.28372        	3.16809        	3.19364        
21	4.53784        	65.3411        	23.7484        	5.66341        	5.11895        	2.95191        	2.90188        
22	4.20559        	55.7968        	23.8193        	5.66006        	5.01336        	2.85701        	2.78585        
23	4.5117         	57.5269        	16.3851        	4.464          	4.71164        	2.79322        	2.7859         
24	4.69699        	53.1115        	31.0423        	7.35174        	5.98518        	3.34793        	3.22883        
25	6.66126        	86.9101        	46.1999        	9.9544         	8.03462        	4.53589        	4.40593        
