period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	84.8174        	4.59569        	2.92675        	1.44999        	5.66629        	6.52306        	10.2141        
2	64.1369        	3.79519        	2.46293        	1.23486        	5.15808        	6.16493        	9.94604        
3	69.2395        	3.22338        	2.42085        	1.29421        	5.86933        	7.58704        	12.8805        
4	73.2013        	4.829          	2.9424         	1.38207        	5.16776        	5.76407        	8.92847        
5	77.6218        	4.46389        	2.83452        	1.41646        	5.8064         	6.79414        	10.941         
6	85.2829        	4.45306        	3.09534        	1.58595        	6.92816        	8.63867        	14.2149        
7	63.9749        	5.45432        	2.95029        	1.38824        	4.89179        	5.27069        	7.79998        
8	59.621         	4.69375        	2.59825        	1.22277        	4.33148        	4.66729        	6.95894        
9	67.1537        	3.62491        	2.30622        	1.14857        	4.48762        	5.13889        	8.00899        
10	83.5189        	4.35359        	2.85003        	1.4341         	5.76763        	6.78492        	10.9323        
11	64.7647        	3.44002        	2.28308        	1.16081        	4.85244        	5.63159        	9.07492        
12	88.1593        	5.17021        	3.2852         	1.63732        	6.50048        	7.70497        	12.182         
13	64.8238        	4.22863        	2.45947        	1.20305        	4.72302        	5.51063        	8.6265         
14	52.6439        	3.26572        	2.09367        	1.03757        	3.95471        	4.3691         	6.52766        
15	77.3251        	4.17287        	2.8905         	1.48778        	6.48515        	8.10367        	13.8071        
16	49.2793        	6.03792        	2.92492        	1.28013        	4.38545        	4.55605        	6.7905         
17	53.8488        	5.77613        	2.92491        	1.33427        	4.49147        	4.67611        	6.89555        
18	62.654         	4.97182        	2.85755        	1.31955        	4.96966        	5.61208        	9.04946        
19	64.2193        	5.9467         	3.09879        	1.44533        	5.23915        	5.85169        	8.70984        
20	61.7648        	5.27638        	2.90219        	1.36282        	4.95374        	5.26648        	7.99618        
21	74.2158        	4.39582        	2.72937        	1.33689        	5.17151        	5.99969        	9.2196         
22	67.1692        	4.44136        	2.61774        	1.25706        	4.58392        	4.98694        	7.47335        
23	49.6768        	5.27224        	2.71011        	1.25874        	4.35841        	4.61228        	6.94584        
24	46.4659        	6.88122        	3.23884        	1.39284        	4.32634        	4.2727         	5.97229        
25	64.9703        	6.00833        	3.13298        	1.4664         	5.18342        	5.56034        	8.29451        
