period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	2.44177        	3.17572        	16.2483        	60.1542        	25.3192        	7.77244        	5.11124        
2	3.21059        	4.10454        	21.3814        	73.8421        	35.7173        	10.4329        	6.83921        
3	2.04452        	2.46488        	11.3521        	39.8426        	20.4542        	6.46042        	4.20527        
4	3.16955        	4.811          	27.6463        	97.4826        	25.6628        	8.18521        	5.5255         
5	2.77017        	4.37648        	25.3305        	92.9218        	19.6138        	6.65114        	4.76968        
6	3.22596        	4.49698        	25.2092        	87.9883        	31.8918        	9.486          	6.3022         
7	2.79228        	5.60491        	39.5294        	120.022        	15.9616        	5.83877        	4.23342        
8	2.84929        	3.86622        	19.6978        	66.6234        	26.7439        	9.0022         	5.57528        
9	2.68913        	3.36099        	16.4283        	54.6214        	31.2183        	9.46804        	6.03832        
10	2.46785        	3.29543        	17.0993        	58.9766        	20.8413        	7.06579        	4.7893         
11	2.3367         	3.36596        	17.7435        	71.8387        	18.6718        	6.18109        	4.27356        
12	2.69185        	3.78522        	20.6073        	67.2718        	25.3725        	7.89804        	5.42246        
13	2.15099        	3.03424        	15.0237        	61.8379        	18.0135        	5.86786        	4.01166        
14	2.44725        	3.62153        	20.9544        	71.2199        	22.8321        	7.11688        	4.78811        
15	2.79342        	4.50994        	25.7592        	94.4039        	23.8368        	7.35682        	5.0404         
16	2.68882        	3.89606        	19.4756        	65.749         	20.8104        	7.00362        	4.88826        
17	2.9917         	5.46347        	33.9436        	103.291        	21.8875        	7.16112        	5.13652        
18	2.95779        	3.15827        	14.219         	44.9104        	42.9228        	11.7234        	7.17124        
19	3.296          	4.61826        	26.127         	88.0769        	30.5861        	9.75888        	6.54379        
20	2.43814        	2.71708        	12.2941        	40.3276        	30.9906        	8.5981         	5.42149        
21	2.95703        	3.94412        	22.4302        	63.3748        	33.1979        	9.51905        	6.20838        
22	2.84372        	3.80851        	21.8766        	71.2958        	30.2389        	8.64173        	5.75287        
23	2.70698        	3.71966        	21.2905        	72.5382        	27.0216        	8.4343         	5.51185        
24	2.75854        	4.07513        	25.4322        	82.6355        	25.7352        	7.90027        	5.22893        
25	3.517          	4.42919        	24.0795        	66.8581        	34.0389        	10.3338        	6.82063        
