period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	235.563	 8.121	 6.681	 3.603	18.451	22.548	40.587
2	271.382	 9.396	 7.432	 3.905	18.924	22.962	36.602
3	142.915	 6.036	 5.731	 3.298	19.388	27.180	54.385
4	199.813	 6.889	 5.990	 3.294	17.584	23.168	40.789
5	244.210	 8.211	 6.593	 3.487	17.139	21.128	35.758
6	190.643	 6.974	 6.019	 3.332	18.030	23.456	42.019
7	206.468	 6.961	 5.679	 3.023	15.072	18.369	31.103
8	226.972	 7.673	 6.260	 3.332	16.610	20.244	34.269
9	259.003	 8.708	 6.992	 3.698	18.176	22.407	37.922
10	204.980	 7.051	 6.131	 3.371	18.001	23.719	41.769
11	248.703	 9.847	 6.942	 3.435	14.731	15.951	24.796
12	173.809	12.499	 7.295	 3.349	12.339	12.149	17.425
13	224.004	11.282	 7.362	 3.498	13.813	14.293	21.496
14	185.911	13.601	 7.924	 3.612	13.123	12.806	18.669
15	124.964	14.124	 7.555	 3.324	11.262	10.515	14.397
16	101.618	18.892	 8.834	 3.721	11.573	10.269	13.579
17	136.300	12.271	 6.843	 3.053	10.642	10.111	13.811
18	95.698	16.606	 8.104	 3.438	10.851	 9.709	13.068
19	117.902	15.755	 7.980	 3.460	11.397	10.459	14.330
20	236.102	10.783	 7.037	 3.413	14.045	14.649	22.312
21	225.632	 8.705	 6.195	 3.086	13.422	14.850	22.867
22	218.856	12.326	 7.581	 3.578	13.932	14.042	20.558
23	201.634	13.487	 7.893	 3.649	13.629	13.544	19.604
24	168.619	10.066	 6.163	 2.888	11.098	11.275	16.116
25	164.686	10.965	 6.416	 2.965	11.082	11.011	15.940
