period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	18.136	253.851	140.726	25.894	23.845	12.886	12.435
2	23.629	359.040	111.962	25.002	26.537	14.948	14.776
3	14.094	127.950	253.590	36.826	24.773	12.346	11.363
4	20.673	275.764	163.607	30.450	27.778	14.929	14.351
5	 8.855	40.658	326.324	54.242	22.721	10.134	 8.756
6	14.921	91.549	404.824	59.452	31.650	14.962	13.346
7	 5.899	12.900	145.112	199.833	29.111	10.416	 8.062
8	 8.943	41.028	338.041	60.414	23.486	10.402	 8.952
9	 8.428	19.864	218.079	251.771	39.384	14.400	11.245
10	 8.606	44.785	305.759	47.408	21.088	 9.532	 8.300
11	 8.846	55.153	255.369	35.547	18.840	 8.872	 7.911
12	 6.768	27.901	274.529	62.163	19.537	 8.403	 7.116
13	 8.549	27.718	325.870	127.348	28.971	11.875	 9.780
14	28.867	418.914	79.989	19.459	25.755	15.514	15.971
15	 6.664	15.728	176.103	202.339	31.243	11.395	 8.895
16	 4.709	 9.314	90.925	184.890	25.729	 9.011	 6.826
17	 4.421	 5.681	29.384	126.876	41.968	12.346	 8.416
18	 4.942	 5.066	22.294	69.463	73.287	16.809	11.038
19	 6.411	 6.355	26.550	75.015	96.216	23.018	14.678
20	 7.414	 9.873	53.179	234.456	69.687	19.976	13.763
21	 8.081	21.771	269.938	186.524	33.491	12.552	10.047
22	10.863	166.995	58.221	11.503	12.296	 6.851	 6.744
23	14.967	201.849	31.945	 8.478	11.930	 7.311	 7.621
24	21.971	174.076	27.887	 8.104	13.422	 8.818	 9.591
25	 9.662	154.733	46.973	10.233	10.876	 6.099	 6.028
