period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	214.067	 8.461	 5.964	 2.952	12.659	13.707	21.309
2	186.314	 6.629	 4.967	 2.508	11.211	12.537	20.407
3	186.394	 6.206	 4.983	 2.635	12.963	15.980	27.065
4	193.697	 8.828	 5.760	 2.793	11.500	11.993	18.269
5	205.182	 7.866	 5.538	 2.777	12.246	13.418	21.092
6	228.488	 7.814	 6.067	 3.125	14.549	16.246	26.708
7	170.106	 9.530	 5.860	 2.765	10.774	10.857	15.899
8	187.966	 8.848	 5.404	 2.549	 9.871	10.000	14.621
9	177.761	 6.970	 4.913	 2.431	10.432	11.294	17.564
10	212.337	 8.132	 5.725	 2.871	12.661	13.873	21.808
11	179.809	 6.374	 4.776	 2.411	10.782	12.056	19.628
12	228.519	 8.826	 6.281	 3.129	13.609	15.056	23.183
13	173.022	 6.765	 4.768	 2.359	10.126	10.963	17.051
14	157.213	 6.608	 4.580	 2.235	 9.337	 9.973	14.705
15	205.337	 6.971	 5.412	 2.787	12.986	14.499	23.846
16	140.948	 9.329	 5.457	 2.522	 9.429	 9.368	13.564
17	149.925	 9.934	 5.811	 2.686	10.041	 9.975	14.443
18	174.765	 7.909	 5.160	 2.502	10.305	10.747	16.375
19	181.951	 8.938	 5.863	 2.805	11.236	11.528	17.756
20	178.302	 8.914	 5.815	 2.763	10.917	11.294	16.990
21	190.250	 7.708	 5.385	 2.647	11.205	11.859	19.043
22	166.722	 8.172	 5.360	 2.564	10.274	10.540	16.235
23	153.427	 9.122	 5.585	 2.617	10.059	10.218	14.607
24	123.116	12.395	 6.606	 2.925	 9.982	 9.451	12.751
25	183.182	10.260	 6.309	 2.977	11.599	11.689	17.116
