period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	160.101	11.723	 6.829	 3.113	11.310	11.037	16.090
2	158.109	 7.921	 5.167	 2.455	 9.699	10.035	15.095
3	182.431	 9.012	 5.913	 2.829	11.328	11.622	17.898
4	176.250	 8.248	 5.446	 2.623	10.650	11.205	16.685
5	161.952	10.805	 6.323	 2.923	10.921	10.851	15.707
6	120.822	10.885	 6.070	 2.709	 9.440	 8.969	12.251
7	100.314	11.321	 6.055	 2.664	 9.027	 8.428	11.540
8	122.073	10.995	 6.132	 2.736	 9.536	 9.060	12.375
9	59.692	17.266	 7.369	 3.012	 8.845	 7.594	 9.915
10	123.371	15.009	 7.589	 3.315	11.073	10.250	13.839
11	139.514	14.408	 7.705	 3.415	11.729	11.048	14.899
12	128.909	15.686	 7.932	 3.465	11.573	10.712	14.463
13	98.618	17.148	 8.371	 3.552	11.207	10.027	13.496
14	171.741	 8.601	 5.611	 2.666	10.532	10.897	16.392
15	196.714	 8.001	 5.590	 2.748	11.628	12.308	19.761
16	202.738	 8.582	 5.949	 2.904	12.123	12.950	19.091
17	140.040	10.179	 5.928	 2.702	 9.822	 9.583	13.973
18	216.050	 9.166	 6.355	 3.103	12.949	13.832	20.387
19	194.725	 9.595	 6.295	 3.011	12.060	12.374	19.057
20	134.656	11.043	 6.166	 2.791	10.004	 9.674	13.157
21	150.640	10.795	 6.299	 2.891	10.656	10.492	15.050
22	83.858	17.261	 8.102	 3.387	10.386	 9.139	12.249
23	146.647	10.501	 6.128	 2.812	10.367	10.207	14.642
24	203.055	 6.963	 5.338	 2.731	12.548	14.158	22.837
25	193.688	 6.562	 5.115	 2.669	12.781	15.681	25.025
