period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	13.275	10.155	34.514	68.327	344.975	65.526	37.287
2	12.066	 8.528	27.371	48.489	384.992	66.038	36.091
3	15.282	 6.436	15.036	17.456	551.768	218.361	77.607
4	13.207	 5.739	13.671	15.869	534.595	175.420	67.889
5	16.927	 6.578	14.668	16.286	496.059	275.427	95.637
6	 7.561	24.552	293.301	113.622	25.667	10.506	 8.651
7	 5.762	 3.821	12.034	19.376	252.184	34.546	18.330
8	 6.619	 4.059	12.032	18.265	325.281	45.611	23.204
9	 9.395	 5.500	15.788	23.119	457.395	68.802	34.882
10	 6.356	 4.021	12.200	19.157	296.189	40.687	21.526
11	 7.461	 5.187	16.864	29.599	264.097	40.921	22.915
12	 6.678	 4.791	15.734	29.291	239.881	36.363	20.197
13	 6.739	 4.912	16.421	29.737	217.461	34.568	19.908
14	 7.727	 4.665	13.682	20.815	372.116	53.717	26.848
15	 7.088	 4.928	16.026	28.139	253.668	38.911	21.780
16	 6.853	 6.053	23.594	55.725	139.441	28.531	17.177
17	 8.381	 6.721	24.719	48.453	214.516	38.905	23.272
18	 7.467	 6.490	24.166	55.541	154.715	30.963	18.962
19	 5.462	 5.067	19.871	52.999	102.117	21.810	13.175
20	 6.641	 4.690	15.117	26.901	238.635	36.720	19.965
21	 6.902	 4.649	14.515	25.126	272.226	40.825	21.516
22	 6.209	 4.821	16.322	33.007	181.402	31.199	17.646
23	 5.716	 5.390	21.296	56.394	94.630	22.259	13.610
24	 7.327	 7.769	33.775	112.959	97.133	24.238	15.957
25	 9.233	13.527	78.130	347.087	75.884	22.891	16.149
