period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	369.899	19.544	11.962	 5.654	21.753	22.070	32.203
2	335.124	20.185	12.448	 5.889	22.782	22.989	33.576
3	266.257	19.280	11.188	 5.126	18.512	18.569	26.620
4	234.197	22.037	11.952	 5.345	18.429	18.694	25.787
5	291.040	22.338	13.078	 6.018	22.035	21.726	31.094
6	273.026	20.758	12.147	 5.588	20.478	20.187	28.900
7	202.313	18.772	10.494	 4.724	16.632	15.957	22.023
8	183.331	23.114	11.720	 5.129	17.065	15.813	21.328
9	147.415	20.214	10.260	 4.455	14.631	13.439	18.398
10	116.464	21.694	10.640	 4.537	14.201	13.050	17.919
11	135.938	28.892	13.615	 5.705	17.419	15.350	20.551
12	239.926	34.617	17.919	 7.746	24.947	22.754	30.634
13	306.952	15.951	10.483	 5.024	20.018	20.557	31.590
14	276.395	21.034	12.309	 5.663	20.749	20.455	29.284
15	313.005	16.597	10.849	 5.164	20.291	21.012	31.537
16	274.739	16.106	 9.921	 4.689	18.189	18.345	26.820
17	292.211	20.645	12.112	 5.611	20.848	20.739	29.964
18	223.066	26.646	14.309	 6.312	21.260	19.881	27.175
19	286.068	32.005	17.206	 7.654	26.074	24.610	33.115
20	458.587	24.092	15.968	 7.721	30.998	32.665	48.418
21	510.619	20.345	15.460	 7.888	35.270	39.086	64.403
22	456.721	17.446	13.405	 6.878	31.266	35.302	56.596
23	498.833	18.078	14.517	 7.804	38.728	48.036	79.130
24	620.460	19.921	14.587	 7.605	35.947	47.010	75.195
25	254.213	13.739	11.680	 6.787	40.563	67.345	124.630
