period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 3.303	 4.170	22.000	89.370	32.259	 9.389	 6.367
2	 3.165	 3.788	19.103	74.575	34.328	 9.244	 6.327
3	 3.326	 3.086	12.111	32.380	62.677	13.294	 8.027
4	25.151	 2.863	 3.635	 2.494	20.958	50.317	139.552
5	10.219	157.101	54.771	10.821	11.567	 6.445	 6.344
6	 3.230	 4.744	27.635	120.273	26.835	 8.160	 5.724
7	 3.782	 4.370	21.000	82.110	45.516	11.809	 7.747
8	 3.317	 5.863	48.618	141.023	19.863	 6.883	 5.101
9	 3.492	 5.731	38.878	146.055	24.297	 7.860	 5.695
10	 3.648	 5.859	40.693	152.780	26.225	 8.344	 6.019
11	 3.845	 5.031	27.794	117.837	36.532	10.560	 7.233
12	 4.197	 5.802	32.932	141.644	35.856	10.958	 7.615
13	 3.515	 3.792	17.630	59.556	47.113	11.666	 7.568
14	 3.468	 5.085	29.616	134.241	28.758	 8.615	 6.072
15	 4.202	 4.455	19.400	65.269	56.063	13.915	 9.156
16	 3.427	 4.652	26.966	116.454	31.703	 9.103	 6.295
17	 4.352	 8.517	76.350	176.012	24.852	 8.601	 6.459
18	 3.545	 4.639	25.641	108.894	33.711	 9.738	 6.669
19	 4.114	 6.331	38.240	160.555	32.992	 9.886	 7.034
20	 4.289	 5.318	26.280	115.455	45.264	12.088	 8.365
21	 4.212	 7.471	56.524	178.733	26.116	 8.881	 6.552
22	 5.309	 8.546	53.671	215.894	38.149	12.335	 8.861
23	 3.710	 4.944	26.811	120.757	35.246	10.020	 6.896
24	 3.696	 6.065	41.150	154.627	25.714	 8.317	 6.027
25	 3.993	 6.430	40.551	164.121	28.776	 9.285	 6.668
