period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	49.242	33.924	11.712	 4.441	11.407	 9.123	11.260
2	38.754	52.817	13.491	 5.023	11.588	 8.788	10.475
3	27.322	68.309	14.248	 4.961	10.411	 7.552	 8.748
4	51.844	39.456	12.898	 4.813	12.175	 9.663	11.866
5	52.109	30.037	10.921	 4.163	11.021	 8.951	11.163
6	75.045	21.812	 9.319	 3.810	11.182	 9.602	12.535
7	84.274	24.536	10.672	 4.331	12.523	10.669	13.635
8	28.168	65.002	14.688	 5.036	10.742	 7.849	 9.135
9	33.033	64.076	15.507	 5.364	11.622	 8.555	10.005
10	80.895	27.769	11.265	 4.599	13.103	11.074	14.327
11	48.877	44.472	13.720	 5.107	12.532	 9.795	11.908
12	17.741	184.584	27.422	 7.862	12.046	 7.691	 8.222
13	41.460	52.277	14.431	 5.299	12.418	 9.489	11.366
14	27.022	52.527	12.370	 4.318	 9.511	 7.051	 8.285
15	24.078	91.631	16.961	 5.555	10.923	 7.696	 8.752
16	60.161	41.478	14.335	 5.438	13.961	11.168	13.782
17	28.944	72.367	15.094	 5.255	11.030	 8.000	 9.268
18	24.462	117.017	20.630	 6.425	12.015	 8.287	 9.297
19	26.674	86.702	16.975	 5.589	11.172	 7.929	 9.058
20	26.445	79.440	16.830	 5.453	11.081	 7.921	 9.091
21	32.500	97.290	20.695	 6.710	13.625	 9.744	11.183
22	13.928	189.443	29.766	 7.886	11.103	 6.800	 7.089
23	18.597	167.796	24.507	 7.214	11.620	 7.522	 8.111
24	20.556	185.050	27.086	 7.976	12.846	 8.317	 8.968
25	17.937	141.212	20.630	 6.360	10.732	 7.093	 7.749
