period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 4.961	 6.043	30.381	124.738	53.603	14.482	 9.794
2	 6.085	 7.282	36.601	141.252	65.513	17.747	12.155
3	 4.248	 4.909	23.588	92.248	51.129	13.264	 8.701
4	 5.805	 8.307	46.084	204.009	49.402	14.894	10.404
5	 5.188	 7.605	44.190	199.171	42.914	12.881	 9.082
6	 5.921	 7.747	42.701	179.820	56.066	16.251	11.135
7	 5.458	 9.678	73.051	230.665	33.807	11.504	 8.489
8	 5.447	 6.754	33.358	146.261	57.421	15.350	10.623
9	 5.120	 5.917	28.415	110.886	61.531	15.983	10.486
10	 4.903	 6.302	32.613	141.040	46.593	13.697	 9.336
11	 4.900	 6.650	38.501	165.729	45.249	13.010	 8.998
12	 5.106	 6.562	33.956	146.795	48.509	14.263	 9.722
13	 4.441	 5.812	32.124	136.427	42.234	12.200	 8.355
14	 4.616	 6.153	33.368	150.345	43.868	12.469	 8.582
15	 5.320	 7.616	42.347	188.574	45.405	13.660	 9.539
16	 6.213	 8.432	48.751	209.108	57.275	16.491	11.408
17	 5.459	 8.596	55.541	219.014	40.587	12.902	 9.223
18	 5.538	 5.678	25.015	78.222	82.563	18.855	12.377
19	 6.083	 7.959	43.926	185.714	57.710	16.701	11.441
20	 4.839	 5.131	22.361	75.447	64.771	16.034	10.548
21	 4.880	 6.052	29.943	132.125	51.642	13.763	 9.522
22	 5.070	 6.401	33.768	137.152	49.514	14.412	 9.773
23	 4.908	 6.309	32.685	141.880	46.731	13.717	 9.348
24	 4.967	 6.743	39.087	168.837	45.955	13.194	 9.124
25	 5.158	 6.511	34.345	139.439	50.356	14.660	 9.941
