period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	386.026	13.756	11.522	 6.257	32.432	40.159	70.389
2	487.963	17.170	13.339	 6.876	31.921	35.649	58.509
3	335.753	11.692	10.167	 5.593	29.819	39.286	69.092
4	424.255	39.680	22.194	 9.994	35.157	33.736	46.551
5	393.705	19.757	12.969	 6.208	24.819	25.473	39.202
6	314.584	23.263	13.560	 6.184	22.445	21.907	31.923
7	43.018	99.247	22.432	 7.692	16.407	11.988	13.952
8	71.686	41.288	15.002	 5.717	15.139	12.295	15.334
9	79.191	54.555	18.835	 7.142	18.344	14.671	18.108
10	192.903	19.892	10.637	 4.714	16.195	15.252	20.569
11	311.054	17.552	10.796	 5.095	19.838	19.995	29.272
12	101.407	29.358	12.756	 5.174	14.974	12.753	16.301
13	83.539	29.284	12.098	 4.831	13.580	11.381	14.400
14	141.559	17.115	 8.651	 3.778	12.626	11.685	15.779
15	79.606	27.881	11.517	 4.599	12.929	10.834	13.709
16	164.692	10.864	 6.355	 2.936	10.982	10.910	15.798
17	110.539	20.449	 9.557	 4.024	12.524	11.110	14.694
18	176.607	12.584	 7.341	 3.369	12.423	12.230	17.547
19	117.133	20.254	 9.882	 4.191	13.234	11.839	15.936
20	92.396	22.321	10.073	 4.147	12.362	10.699	14.257
21	118.116	14.225	 7.188	 3.138	10.493	 9.710	13.113
22	220.117	12.257	 7.535	 3.555	13.858	13.964	20.452
23	100.137	13.295	 6.835	 2.941	 9.560	 8.697	11.737
24	138.482	16.718	 8.449	 3.689	12.332	11.413	15.412
25	133.120	11.796	 6.578	 2.955	10.454	10.017	13.844
