4.47	3.64	5.24	196	2.6	7.92	5.79
4.57	3.7	4.39	195	3.7	8.58	7.8
4.63	3.82	4.92	195	2.9	7.15	5.78
4.69	3.91	4.94	199	3.4	5.73	5.23
4.82	4.03	4.72	195	4.2	7.13	6.8
4.97	4.18	4.66	194	2.3	6.31	5.69
5.24	4.37	4.43	198	4.1	6.73	5.8
5.31	4.51	4.74	199	3.1	5.71	5.15
5.33	4.64	4.92	192	3.5	6.25	5.51
5.38	4.66	5.05	190	3.6	5.69	5.08
5.31	4.6	5.03	192	2.8	6.23	5.25
5.24	4.57	5.3	191	2.5	5.7	5.43
5.21	4.52	4.28	198	3.5	9.83	7.3
5.18	4.56	4.54	202	5.2	8.27	6.81
5.24	4.63	5.27	194	3.8	8.11	5.56
5.33	4.69	5.15	204	4.4	9.41	6.88
5.4	4.72	5.37	203	3.3	8.34	6.99
5.44	4.66	5.61	208	5.4	8.68	7.79
5.42	4.63	5.34	219	3.8	9.11	6.91
5.4	4.58	5.26	216	7.2	11.94	10.14
5.38	4.56	5.69	211	6.9	9.61	8.52
5.33	4.52	6.21	210	2.8	8.39	7.28
5.29	4.49	5.84	209	3.1	9.87	8
5.26	4.46	4.75	210	5.5	10.76	9.02
5.21	4.41	5.69	203	4.4	9.98	7.89
