9.41	8.26	2.02	83	1.4	14.39	8.55
9.81	8.46	2.28	88	-2.3	10.84	12.97
10.45	8.9	2.49	121	4.1	24.78	15.31
10.75	9.15	2.82	119	-0.7	15.19	14.87
10.82	9.28	2.41	126	0.3	18.31	16.25
10.61	9.27	4.12	369	4	12.19	14.32
10.48	9.21	5.21	452	0	6.07	5.44
10.59	9.22	4.63	457	-1.6	7.45	5.47
10.81	9.42	3.27	460	3.9	11.6	12.95
10.73	9.32	4.74	455	0.3	7.04	6.25
10.91	9.44	3.8	449	0.5	13.77	11.3
11.13	9.44	4.18	447	2.4	8.87	7.83
11.2	9.68	4.14	446	-0.8	12.25	8.63
11.67	9.85	3.89	458	-2.1	10.03	10.41
11.71	10.1	3.99	449	-2.8	12.94	8.95
11.8	10.26	3.82	434	2	13.5	7.37
12.23	10.51	3.16	440	0.7	18.97	12.96
12.53	10.74	3.48	435	4.8	14.84	13.22
11.95	10.49	4.83	431	2.3	8.25	9.22
12.04	10.56	4.27	448	4.6	11.39	11.05
11.97	10.58	4.21	451	-1.3	7.5	6.13
12.5	10.8	4.38	442	-2.4	10.91	8.62
12.8	10.96	4.52	430	1	10.05	12.55
12.97	11.19	3.43	423	-7.3	14.42	12.47
13.27	11.51	2.7	405	3.4	19.54	16.33
