12.56	10.65	4.85	224	2.5	11.47	9.23
12.55	11	4.55	228	-0.2	14.4	10.02
12.66	11.05	5.34	214	4.2	9.16	7.57
12.59	11.1	5.4	221	2.7	10.19	8.37
12.58	11.25	5.2	227	3.5	12.49	10.73
12.66	11.3	5.38	220	4.2	11.26	7.85
12.91	11.43	5.98	226	3.3	9.28	6.99
13.27	11.71	5.36	226	6.4	15.34	13.25
13.54	11.99	4.81	227	12.3	15.73	11.8
13.89	12.11	5.2	221	6.6	15.06	14.76
13.71	12.19	5.4	237	4.2	16.58	9.84
14.22	12.5	5.86	248	5.9	17.89	12.84
14.32	12.57	5.41	243	5.2	16.93	11.09
14.37	12.68	5.45	249	8.8	20.83	14.07
14.49	12.71	6.17	254	5.9	12.61	10.69
14.42	12.82	5.82	260	3	11.69	12.59
14.44	12.8	6.69	252	4.7	10.99	8.64
14.5	12.92	6.28	259	4.6	11.59	8.97
14.63	12.96	6.04	256	2.9	8.83	7.9
14.57	12.98	5.5	240	0.3	15.28	8.89
14.65	12.92	5.97	236	4.5	15.27	8.9
14.48	12.76	5.32	244	10.8	17.73	14.56
14.19	12.6	5.34	247	11.5	17.64	13.1
13.68	12.08	6.77	245	2.8	8.62	6.3
13.45	12.01	6.74	247	2.9	9.26	7.19
