10.37	9	7.2	248	4.7	10	7.54
10.6	9.09	7.43	244	3.1	12.91	7.74
10.82	9.37	5.92	237	7	13.07	10.98
10.99	9.42	8.15	251	2.5	8.45	7.05
10.97	9.52	7.86	240	3.6	9.64	7.15
11.19	9.68	6.33	242	5.5	14.54	12.42
11.32	9.76	6.31	237	4.7	15.47	11.24
11.34	9.83	6.89	244	5.3	15.77	9.77
11.37	9.92	6.85	240	4.8	15.51	11.28
11.91	10.38	6.01	243	9.4	17.33	13.36
12.08	10.53	7.05	248	4.5	13.55	9.57
11.97	10.6	7.77	253	2.7	10.37	7.93
12.09	10.69	7.34	250	6.2	12.54	10.05
12.19	10.74	7.67	247	3.4	11.71	7.92
12.09	10.77	7.57	261	2.5	9.17	6.9
12.14	10.82	7.66	265	4.4	12.03	9.4
12.38	10.99	7.5	269	4.6	9.17	9.81
12.7	11.24	7.89	271	2.4	10.54	8.47
13	11.52	5.89	260	11.7	19.35	14.13
13.38	11.84	7.27	264	6.8	16.22	15.16
13.09	11.63	7.19	279	3.5	10.04	8.3
13.25	11.75	6.74	271	3.6	14.72	9.74
13.45	11.94	8.18	267	2.9	11.89	7.05
13.43	11.98	7.03	281	4.1	14.54	10.64
13.37	11.9	8.72	284	3.7	11.61	7.78
