9.51	8.09	5.22	415	1.8	10.26	8.78
9.81	8.23	4.16	416	8.3	13.51	12.42
9.83	8.23	6.11	418	0.3	8.02	6.65
10.1	8.42	4.38	407	1.9	12.81	9.7
10.58	8.62	4.91	405	-0.5	10.4	7.49
10.76	8.99	4.26	411	4.7	14.09	13.52
10.99	9.2	4.81	395	1.2	10.12	8.41
11.27	9.44	4.64	414	1.5	11.98	7.33
11.37	9.6	4.97	418	1.6	12.53	8.56
11.37	9.71	5.22	412	0.4	9.81	5.76
11.5	9.81	5.23	409	1.4	8.42	6.44
11.79	10.13	5	412	2.6	12.82	7.42
12	10.35	5.81	411	-0.2	7.3	6.73
12.51	10.78	5.56	410	2.1	12.84	8.44
12.67	11.06	4.82	407	1.8	11.81	9.02
12.97	11.21	4.06	409	4.2	12.35	11.15
13.19	11.49	4.72	402	-0.7	13.86	9.29
13.48	11.77	4.63	425	2.7	13.42	11.3
13.69	12.04	4.16	411	3.1	13.05	9.45
14.07	12.23	5.3	423	-1.3	8.99	9.37
14.46	12.66	5.22	414	8.4	18.46	14.45
14.55	12.65	5	413	7.8	14.41	12.21
14.47	12.6	5.18	412	5.4	13.5	11.47
14.66	12.81	5.13	409	5.3	13.58	10.59
14.45	12.85	4.96	413	4.8	18.63	11.91
