7.62	5.89	2.81	329	9.7	59.34	17.47
7.44	6.01	2.43	323	-6.7	30.9	22.16
7.44	5.91	2.99	341	8.4	15.68	17.28
7.7	6.04	2.41	330	7.4	36.69	26.24
7.72	6.03	3.89	357	3	17.52	11.27
8.03	6.33	2.49	349	4.6	20.22	20.67
8.55	6.54	4.65	384	2.5	22.92	11.6
8.21	6.47	3.8	358	-1.7	12.49	9.45
8.4	6.73	3.26	382	12.1	38.32	19.62
8.58	6.8	4.1	355	2	30.13	15.15
8.57	6.86	4.32	349	0.7	16.26	12.98
8.78	6.99	4.87	362	0.6	15.06	10.75
8.77	7.02	3.55	369	7.7	26.54	16.17
8.73	7.09	2.38	313	9.6	23.57	20.82
9.41	7.35	4.14	382	-1.4	20.59	10.89
9.14	7.26	5.76	389	-1.8	19.99	10.45
7.86	6.45	5.92	412	1.7	13.7	10.89
7.24	6.06	5.45	425	0.7	10.15	5.86
8.42	6.63	3.97	427	8.8	17.86	16.43
8.64	6.96	3.37	410	5.7	22.69	14.72
8.83	7.19	3.56	376	0.9	23.17	12.04
8.42	6.68	5.5	324	3.3	11.36	9.42
7.24	5.91	5.44	310	4.4	10.81	11.11
7.31	5.83	4.61	300	3.3	10.84	11.04
7.99	6.23	6.23	323	2.4	13.1	10.41
