16.58	14.71	2.73	223	9.4	20.62	16.2
16.4	14.87	2.54	231	1.4	15.69	18.71
16.77	14.95	3.06	221	-1.8	12.13	11.61
16.69	15.41	1.93	251	-0.4	30.99	19.56
17.18	15.7	2.97	242	11	31.52	16.64
17.34	15.79	3.11	249	11.1	23.32	14.59
17.2	15.82	3.74	285	9.4	17.74	17.04
17.4	15.91	4.18	271	7.2	19.66	14.27
17.51	16.09	3.4	273	9.3	24.75	18.56
17.82	16.31	4.27	253	2.5	22.05	11.57
17.91	16.45	3.7	244	5.7	19.94	16.21
18.39	16.6	4.29	265	4.6	30.42	11.5
18.04	16.63	4.79	267	0.2	16.9	11.33
18.33	16.77	5.48	255	1.1	14.83	11.88
18.41	16.97	5.04	267	7.3	18.91	12.7
18.68	17	6.71	247	4.2	10.52	8.92
18.63	17.02	5.35	260	5.3	16.77	14.86
18.99	17.21	5.81	248	5.6	22.02	10.94
19.07	17.27	5.04	259	10.7	22.34	13.22
19.16	17.41	5.31	263	6.4	16.18	12.33
19.17	17.44	6.63	255	3.4	17.74	10.96
19.42	17.6	5.34	244	8.8	22.28	14.63
18.96	17.33	7.27	257	4.3	13.03	8.27
18.93	17.49	5.66	255	9.5	21.12	11.89
19.32	17.64	6.86	251	4.9	15.85	10.92
