11.56	9.91	6.4	249	10.9	16.53	13.77
11.66	9.83	7.88	243	2	10.46	8.53
11.85	10.07	6.74	242	6.8	13.55	10.7
11.88	10.1	7.27	241	5.6	16.17	11.51
12.01	10.4	6.77	247	4.3	12.52	12.06
12.08	10.38	7.59	252	3.7	10.38	8.22
12.12	10.35	7.83	254	3.8	10.71	8.81
12.43	10.62	7.47	252	1.3	9.63	8.77
12.78	10.95	7.53	264	4	13.79	9.11
12.99	11.17	6.23	255	7	17.37	11.64
13.06	11.3	5.95	253	4.8	19.12	10.14
13.55	11.66	5.93	255	7.1	18.41	11.84
13.39	11.61	6.01	259	6	15.7	12.71
13.25	11.57	7.26	243	2.4	14.67	8.43
13.49	11.84	6.85	238	5.1	13.76	10.7
14.19	12.13	6.39	239	6.6	14	12.96
13.9	12.05	7.39	249	4	15.38	9.36
14.01	12.19	6	239	6.2	14.97	10.52
14.27	12.43	6.29	242	4.5	16.83	13.45
14.1	12.25	7.19	250	1.7	12.47	7.71
14.08	12.26	6.83	248	4.9	14.99	10.36
14.14	12.44	6.47	261	7.5	17.5	11.01
14.12	12.52	7.11	248	4	11.48	9.6
14.08	12.42	6.72	232	2.9	14.88	9.85
14.38	12.51	6.76	229	2.1	10.85	8.75
