7.65	6.18	3.07	488	-2.8	10.94	9.97
8.11	6.62	2.73	351	6	10.07	13.98
8.38	6.76	2.7	135	-6.3	9.19	9.54
8.43	7.03	2.47	121	-2.4	12.09	15.06
8.78	7.24	2.39	121	2.3	13.05	15.13
8.77	7.34	2.89	115	-4.8	14.93	10.95
9.07	7.71	3.48	99	5.9	15.45	11.19
9.18	7.71	3.79	103	2.8	11.13	11.22
9.39	8.01	3.44	105	5.9	13.29	12.36
9.63	8.23	3.59	96	-0.1	11.17	11.95
9.6	8.28	4.07	88	0.3	9.26	9.8
9.83	8.4	4.07	87	0.9	6.52	9.43
10.02	8.52	4.59	89	-1.2	5.87	6.65
10.16	8.7	3.47	84	-2	9.91	9.51
10.7	9.13	2.22	103	13.4	18.13	14.52
11.02	9.41	2.6	101	8.1	13.74	12.79
11.18	9.57	2.64	103	6.4	16.24	17.76
11.16	9.65	3.32	94	-0.5	9.94	10.2
11.23	9.81	2.81	84	3	14.05	14.52
11.41	9.89	3.01	88	3.1	10.65	13.84
11.49	10.07	3.42	91	3.4	8.62	11.87
11.42	10.16	3.24	93	3	10.42	9.74
11.45	10.25	3.96	85	1.3	6.07	6.98
11.41	10.27	4.08	90	-2.1	4.92	3.62
11.44	10.37	3.99	92	-0.2	5.43	4.58
