12.03	10.73	6.48	237	7.1	12.22	11.14
12.22	10.82	7.56	234	2.9	13.46	8.94
12.53	10.95	6.91	227	5.3	12.15	9.16
12.57	11.09	6.87	240	5	12.51	10.3
12.86	11.36	6.74	235	8.4	14.02	10.94
13.19	11.65	5.83	231	8	14.91	13.05
13.41	11.83	7.06	244	4.6	12.91	10.09
13.26	11.96	7.99	244	5.5	12.14	10.42
13.45	12.11	7.97	237	3.4	10.61	8.84
13.89	12.43	6.52	235	5.8	12.47	10.37
13.96	12.5	7.85	234	2	11.7	8.49
14.34	12.81	5.94	236	6	14.46	12.54
14.9	13.04	7.96	237	3.6	13.56	10.42
14.95	13.04	8.5	239	2.3	8.46	6.59
15.09	13.36	6.53	231	7.1	15.88	13.08
14.91	13.34	7.96	247	4.1	14.39	8.93
15.04	13.48	7.44	247	4.8	12.72	9.08
15.17	13.67	7.73	240	9.6	16.13	13.3
14.98	13.51	6.92	242	7.3	14.87	9.98
14.84	13.43	7.11	243	4.6	12.92	8.75
15.19	13.56	7.14	238	6.5	12.82	10.48
15.18	13.53	7.54	242	3.9	10.81	9.68
14.89	13.54	7.68	245	2.6	12.69	7.28
14.63	13.4	7.41	253	4.8	11.78	9.89
14.64	13.38	6.7	244	6.3	13.31	9.33
